Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3591.00,WWE Raw 2,XB,2003.00,Fighting,THQ,0.43,0.11,0,0.02,0.56
3592.00,Resident Evil 2,N64,1999.00,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56
3593.00,Mega Man X2,SNES,1993.00,Platform,Laguna,0.09,0.02,0.45,0,0.56
3594.00,Manhunt 2,PS2,2007.00,Action,Take-Two Interactive,0.27,0.21,0,0.07,0.56
3595.00,Xenoblade Chronicles,3DS,2015.00,Role-Playing,Nintendo,0.26,0.14,0.12,0.04,0.56
3596.00,Fullmetal Alchemist and the Broken Angel,PS2,2003.00,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.56
3597.00,Monster High: Ghoul Spirit,Wii,2011.00,Misc,THQ,0.44,0.08,0,0.04,0.56
3598.00,Final Fantasy IV: The Complete Collection,PSP,2011.00,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56
3599.00,Frontlines: Fuel of War,X360,2008.00,Shooter,THQ,0.34,0.15,0.01,0.05,0.56
3600.00,Lips: Number One Hits,X360,2009.00,Misc,Microsoft Game Studios,0.15,0.35,0,0.07,0.56
3601.00,Hamtaro: Ham-Hams Unite!,GB,2001.00,Role-Playing,Nintendo,0.00,0.00,0.56,0,0.56
3602.00,Batman Begins,PS2,2005.00,Action,Electronic Arts,0.27,0.21,0,0.07,0.56
3603.00,Viva Pinata: Pocket Paradise,DS,2008.00,Simulation,THQ,0.27,0.23,0,0.06,0.56
3604.00,Dr. Seuss' The Cat in the Hat,PS2,2003.00,Misc,Vivendi Games,0.27,0.21,0,0.07,0.56
3605.00,Barbie Groovy Games,GBA,2002.00,Misc,Universal Interactive,0.4,0.15,0,0.01,0.56
3606.00,Yu-Gi-Oh! Reshef of Destruction,GBA,2003.00,Strategy,Konami Digital Entertainment,0.4,0.15,0,0.01,0.56
3607.00,Blinx: The Time Sweeper,XB,2002.00,Platform,Microsoft Game Studios,0.39,0.15,0,0.02,0.56
3608.00,Madagascar: Escape 2 Africa,Wii,2008.00,Action,Activision,0.32,0.18,0,0.05,0.56
3609.00,Archer Maclean's Mercury,PSP,2005.00,Puzzle,Ignition Entertainment,0.17,0.24,0,0.14,0.56
3610.00,ESPN NFL Football,PS2,2003.00,Sports,Sega,0.27,0.21,0,0.07,0.56
3611.00,Fatal Fury Special,SNES,1994.00,Fighting,Takara,0.00,0.00,0.56,0,0.56
3612.00,Catz,DS,2006.00,Simulation,Ubisoft,0.49,0.02,0,0.04,0.56
3613.00,Major League Baseball 2K5,XB,2005.00,Sports,Take-Two Interactive,0.52,0.02,0,0.02,0.56
3614.00,DS Bimoji Training,DS,2008.00,Misc,Nintendo,0.00,0.00,0.56,0,0.56
3615.00,WWE 2K15,XOne,2014.00,Sports,Take-Two Interactive,0.28,0.23,0,0.04,0.56
3616.00,Petz Catz Clan,DS,2008.00,Simulation,Ubisoft,0.48,0.04,0,0.04,0.56
3617.00,Soul Sacrifice,PSV,2013.00,Role-Playing,Sony Computer Entertainment,0.18,0.09,0.22,0.06,0.56
3618.00,G-Force,DS,2009.00,Action,Disney Interactive Studios,0.27,0.23,0,0.06,0.56
3619.00,Tiger Woods PGA Tour 11,Wii,2010.00,Sports,Electronic Arts,0.24,0.26,0,0.06,0.56
3620.00,Soldier of Fortune: Gold Edition,PS2,2001.00,Shooter,Codemasters,0.27,0.21,0,0.07,0.56
3621.00,Rune Factory: A Fantasy Harvest Moon,DS,2006.00,Role-Playing,Rising Star Games,0.37,0.02,0.14,0.03,0.56
3622.00,Monster Jam: Path of Destruction,Wii,2010.00,Racing,Activision,0.5,0.02,0,0.03,0.56
3623.00,Rapala Tournament Fishing!,Wii,2006.00,Sports,Activision,0.51,0.00,0,0.04,0.56
3624.00,MX 2002 Featuring Ricky Carmichael,PS2,2001.00,Racing,THQ,0.27,0.21,0,0.07,0.56
3625.00,Purr Pals,DS,2007.00,Simulation,THQ,0.18,0.36,0,0.02,0.56
3626.00,NCAA Football 07,XB,2006.00,Sports,Electronic Arts,0.42,0.12,0,0.01,0.56
3627.00,God of War: Origins Collection,PS3,2011.00,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.56
3628.00,MX vs. ATV: Alive,X360,2011.00,Racing,THQ,0.37,0.14,0,0.05,0.56
3629.00,Lunar: Silver Star Story Complete,PS,1998.00,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55
3630.00,Dragon Ball: XenoVerse,PS3,2015.00,Fighting,Namco Bandai Games,0.15,0.2,0.14,0.07,0.55
3631.00,NBA Showtime: NBA on NBC,PS,1999.00,Sports,Midway Games,0.31,0.21,0,0.04,0.55
3632.00,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010.00,Simulation,Activision,0.41,0.11,0,0.04,0.55
3633.00,Dragon Age: Inquisition,X360,2014.00,Role-Playing,Electronic Arts,0.35,0.16,0,0.05,0.55
3634.00,Soul Reaver 2,PS2,2001.00,Action,Eidos Interactive,0.27,0.21,0,0.07,0.55
3635.00,Metal Gear Solid 3: Subsistence,PS2,2005.00,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55
3636.00,Sly Cooper: Thieves in Time,PS3,2013.00,Platform,Sony Computer Entertainment Europe,0.35,0.13,0,0.08,0.55
3637.00,The Godfather (old US sales),XB,2006.00,Action,Electronic Arts,0.42,0.11,0,0.02,0.55
3638.00,Daytona USA,SAT,1994.00,Racing,Sega,0.00,0.00,0.55,0,0.55
3639.00,Harry Potter and the Deathly Hallows - Part 1,Wii,2010.00,Action,Electronic Arts,0.22,0.28,0,0.05,0.55
3640.00,Tiger Woods PGA Tour 13,PS3,2012.00,Sports,Electronic Arts,0.24,0.22,0,0.09,0.55
3641.00,WWF Raw,XB,2002.00,Fighting,THQ,0.4,0.13,0,0.02,0.55
3642.00,Shin Super Robot Taisen,PS,1996.00,Role-Playing,Banpresto,0.00,0.00,0.52,0.04,0.55
3643.00,Jump Super Stars,DS,2005.00,Fighting,Nintendo,0.00,0.00,0.55,0,0.55
3644.00,Legends of WrestleMania,PS3,2009.00,Fighting,THQ,0.3,0.17,0,0.07,0.55
3645.00,The Activision Decathlon,2600.00,1982.00,Sports,Activision,0.52,0.03,0,0.01,0.55
3646.00,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001.00,Shooter,D3Publisher,0.31,0.21,0,0.04,0.55
3647.00,50 Classic Games,DS,2009.00,Misc,Destineer,0.52,0.00,0,0.04,0.55
3648.00,Fighting Force 2,PS,1999.00,Action,Eidos Interactive,0.31,0.21,0,0.04,0.55
3649.00,Sakura Wars,SAT,1996.00,Adventure,Sega,0.00,0.00,0.55,0,0.55
3650.00,Yokai Sangokushi,3DS,2016.00,Action,Level 5,0.00,0.00,0.55,0,0.55
3651.00,Extermination,PS2,2001.00,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55
3652.00,Batman: Vengeance,PS2,2001.00,Adventure,Ubisoft,0.27,0.21,0,0.07,0.55
3653.00,Unit 13,PSV,2012.00,Shooter,Sony Computer Entertainment,0.29,0.15,0.04,0.07,0.55
3654.00,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.00,Fighting,Capcom,0.32,0.16,0.03,0.05,0.55
3655.00,TMNT,X360,2007.00,Action,Ubisoft,0.47,0.04,0,0.04,0.55
3656.00,F.E.A.R.,PS3,2007.00,Shooter,Vivendi Games,0.18,0.27,0,0.1,0.55
3657.00,Secret Agent Clank(US sales),PSP,2008.00,Platform,Sony Computer Entertainment,0.33,0.22,0,0,0.55
3658.00,Assassin's Creed: Unity,PC,2014.00,Action,Ubisoft,0.17,0.33,0,0.05,0.55
3659.00,Derby Stallion 04,PS2,2004.00,Sports,Enterbrain,0.00,0.00,0.55,0,0.55
3660.00,NBA 2K8,PS3,2007.00,Sports,Take-Two Interactive,0.5,0.01,0,0.05,0.55
3661.00,Barbie Horse Adventures: Riding Camp,DS,2008.00,Sports,Activision,0.51,0.00,0,0.04,0.55
3662.00,CrossworDS,DS,2008.00,Puzzle,Deep Silver,0.51,0.00,0,0.04,0.55
3663.00,Tony Hawk's Pro Skater 3,XB,2002.00,Sports,Activision,0.34,0.18,0,0.02,0.55
3664.00,Mega Man Zero,GBA,2002.00,Platform,Capcom,0.22,0.08,0.24,0.01,0.55
3665.00,Contender 2,PS,2000.00,Fighting,3DO,0.31,0.21,0,0.04,0.55
3666.00,The Amazing Spider-Man 2 (2014),PS4,2014.00,Action,Activision,0.2,0.25,0.02,0.09,0.55
3667.00,Star Wars: Dark Forces,PS,1996.00,Shooter,LucasArts,0.31,0.21,0,0.04,0.55
3668.00,SD Gundam G Generation Zero,PS,1999.00,Strategy,Namco Bandai Games,0.00,0.00,0.51,0.04,0.55
3669.00,Super Robot Taisen F,SAT,1997.00,Strategy,Banpresto,0.00,0.00,0.55,0,0.55
3670.00,Shrek 2,XB,2004.00,Platform,Activision,0.4,0.13,0,0.02,0.55
3671.00,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002.00,Sports,Sega,0.00,0.00,0.55,0,0.55
3672.00,Time Crisis: Razing Storm,PS3,2010.00,Shooter,Namco Bandai Games,0.18,0.21,0.07,0.08,0.55
3673.00,SpongeBob SquarePants: SuperSponge,GBA,2001.00,Action,THQ,0.39,0.15,0,0.01,0.55
3674.00,Super Robot Taisen F Kanketsuhen,SAT,1998.00,Strategy,Banpresto,0.00,0.00,0.55,0,0.55
3675.00,Enslaved: Odyssey to the West,X360,2010.00,Action,Namco Bandai Games,0.3,0.19,0,0.05,0.55
3676.00,Rune Factory 4,3DS,2012.00,Role-Playing,Xseed Games,0.31,0.00,0.21,0.03,0.55
3677.00,Summer Sports: Paradise Island,Wii,2008.00,Sports,Ubisoft,0.49,0.02,0,0.04,0.55
3678.00,Tak and the Power of Juju,GBA,2003.00,Platform,THQ,0.39,0.15,0,0.01,0.55
3679.00,Dynasty Warriors: Gundam 3,PS3,2010.00,Action,Tecmo Koei,0.11,0.05,0.36,0.02,0.55
3680.00,Mortal Kombat 3,PS,1995.00,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55
3681.00,Turok: Evolution,XB,2002.00,Shooter,Acclaim Entertainment,0.39,0.14,0,0.02,0.55
3682.00,Jak X: Combat Racing,PS2,2005.00,Racing,Sony Computer Entertainment,0.45,0.02,0,0.07,0.55
3683.00,Metro 2033,X360,2010.00,Shooter,THQ,0.22,0.24,0.03,0.05,0.55
3684.00,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008.00,Misc,THQ,0.51,0.00,0,0.04,0.55
3685.00,American Idol,PS2,2003.00,Misc,Codemasters,0.27,0.21,0,0.07,0.55
3686.00,Top Gun: Fire at Will!,PS,1996.00,Misc,Microprose,0.3,0.21,0,0.04,0.55
3687.00,Red Dead Revolver,XB,2004.00,Shooter,Take-Two Interactive,0.4,0.12,0,0.02,0.55
3688.00,Dragon Ball Z: Shin Budokai,PSP,2006.00,Fighting,Atari,0.26,0.08,0.13,0.07,0.55
3689.00,LEGO The Hobbit,PS3,2014.00,Action,Warner Bros. Interactive Entertainment,0.12,0.32,0,0.1,0.54
3690.00,Iron Man,PS2,2008.00,Action,Sega,0.36,0.00,0,0.19,0.54
3691.00,SingStar Summer Party,PS2,2008.00,Misc,Sony Computer Entertainment,0.00,0.06,0,0.48,0.54
3692.00,Tiger Woods PGA Tour 08,X360,2007.00,Sports,Electronic Arts,0.49,0.02,0,0.04,0.54
3693.00,NBA Live 10,PS3,2009.00,Sports,Electronic Arts,0.46,0.03,0.01,0.05,0.54
3694.00,The SpongeBob SquarePants Movie,XB,2004.00,Platform,THQ,0.4,0.12,0,0.02,0.54
3695.00,FIFA Soccer 07,XB,2006.00,Sports,Electronic Arts,0.16,0.35,0,0.04,0.54
3696.00,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000.00,Sports,SquareSoft,0.00,0.00,0.54,0,0.54
3697.00,Medarot 2: Kabuto / Kuwagata Version,GB,1999.00,Role-Playing,Imagineer,0.00,0.00,0.54,0,0.54
3698.00,Excite Truck,Wii,2006.00,Racing,Nintendo,0.4,0.03,0.08,0.04,0.54
3699.00,Sacred 2: Fallen Angel,X360,2009.00,Role-Playing,Deep Silver,0.29,0.17,0.04,0.05,0.54
3700.00,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008.00,Racing,System 3 Arcade Software,0.07,0.4,0,0.07,0.54
3701.00,Dance Dance Revolution Ultramix,XB,2003.00,Simulation,Konami Digital Entertainment,0.42,0.11,0,0.02,0.54
3702.00,ModNation Racers,PSP,2010.00,Racing,Sony Computer Entertainment,0.11,0.27,0.02,0.14,0.54
3703.00,Crash Tag Team Racing,PS2,2005.00,Racing,Vivendi Games,0.27,0.21,0,0.07,0.54
3704.00,Two Worlds II,X360,2011.00,Role-Playing,Unknown,0.4,0.08,0.03,0.04,0.54
3705.00,Sonic & All-Stars Racing Transformed,PS3,2012.00,Racing,Sega,0.08,0.33,0.01,0.11,0.54
3706.00,Michael Jackson: The Experience,PS3,2011.00,Misc,Ubisoft,0.25,0.2,0,0.08,0.54
3707.00,Front Mission 4,PS2,2003.00,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54
3708.00,The Fairly Odd Parents: Breakin' Da Rules,GBA,2003.00,Platform,THQ,0.39,0.14,0,0.01,0.54
3709.00,LEGO Dimensions,PS3,2015.00,Action,Warner Bros. Interactive Entertainment,0.15,0.3,0,0.09,0.54
3710.00,Inazuma Eleven,DS,2008.00,Role-Playing,Nintendo,0.00,0.14,0.38,0.02,0.54
3711.00,Ninokuni: Shikkoku no Madoushi,DS,2010.00,Role-Playing,Level 5,0.00,0.00,0.54,0,0.54
3712.00,Minecraft: Story Mode,XOne,2015.00,Adventure,Mojang,0.29,0.21,0,0.05,0.54
3713.00,Resident Evil: Revelations 2,PS4,2015.00,Action,Capcom,0.13,0.24,0.1,0.07,0.54
3714.00,Manhunt 2,Wii,2007.00,Action,Take-Two Interactive,0.25,0.23,0,0.06,0.54
3715.00,SRS: Street Racing Syndicate,PS2,2004.00,Racing,Namco Bandai Games,0.26,0.21,0,0.07,0.54
3716.00,Despicable Me: The Game - Minion Mayhem,DS,2010.00,Puzzle,D3Publisher,0.42,0.09,0,0.04,0.54
3717.00,Def Jam: Fight for NY,XB,N/A,Fighting,Electronic Arts,0.43,0.1,0,0.02,0.54
3718.00,Action Force,2600.00,1982.00,Action,CPG Products,0.5,0.03,0,0.01,0.54
3719.00,Gauntlet Legends,N64,1999.00,Action,Midway Games,0.43,0.1,0,0.01,0.54
3720.00,FIFA 99,N64,1998.00,Sports,Electronic Arts,0.11,0.39,0,0.03,0.54
3721.00,Kidou Senshi Gundam: Extreme VS,PS3,2011.00,Fighting,Namco Bandai Games,0.00,0.00,0.54,0,0.54
3722.00,Dragon Ball Z: Ultimate Tenkaichi,X360,2011.00,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54
3723.00,Tales of Symphonia,PS3,2013.00,Role-Playing,Namco Bandai Games,0.21,0.13,0.13,0.06,0.54
3724.00,Bust A Groove,PS,1998.00,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04,0.54
3725.00,Fire Emblem: Path of Radiance,GC,2005.00,Action,Nintendo,0.29,0.08,0.16,0.01,0.54
3726.00,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002.00,Role-Playing,Enix Corporation,0.00,0.00,0.54,0,0.54
3727.00,Let's Draw!,DS,2008.00,Misc,Ubisoft,0.24,0.23,0,0.06,0.54
3728.00,Pachi-Slot Aruze Oukoku 2,PS,1999.00,Misc,Aruze Corp,0.00,0.00,0.5,0.04,0.54
3729.00,NHL 14,X360,2013.00,Sports,Electronic Arts,0.4,0.1,0,0.04,0.54
3730.00,Valkyria Chronicles II,PSP,2010.00,Role-Playing,Sega,0.12,0.16,0.18,0.09,0.54
3731.00,Middle-Earth: Shadow of Mordor,X360,2014.00,Action,Warner Bros. Interactive Entertainment,0.28,0.21,0,0.05,0.54
3732.00,Madden NFL 13,Wii,2012.00,Sports,Electronic Arts,0.51,0.00,0,0.03,0.54
3733.00,Rune Factory 2: A Fantasy Harvest Moon,DS,2008.00,Role-Playing,Rising Star Games,0.33,0.03,0.15,0.03,0.54
3734.00,Terminator Salvation,PS3,2009.00,Shooter,Warner Bros. Interactive Entertainment,0.13,0.29,0.01,0.11,0.54
3735.00,Cars 2,PS3,2011.00,Racing,Disney Interactive Studios,0.22,0.23,0,0.09,0.54
3736.00,Bratz: Rock Angelz,GBA,2004.00,Misc,THQ,0.39,0.14,0,0.01,0.54
3737.00,How to Train Your Dragon,DS,2010.00,Action,Activision,0.32,0.17,0,0.05,0.54
3738.00,SSX Tricky,GC,2001.00,Sports,Electronic Arts,0.42,0.11,0,0.01,0.54
3739.00,WWE SmackDown vs. Raw 2010,DS,2009.00,Fighting,THQ,0.35,0.14,0,0.05,0.54
3740.00,Greg Hastings' Tournament Paintball,XB,2004.00,Shooter,Activision,0.46,0.06,0,0.02,0.54
3741.00,Hello Kitty: Big City Dreams,DS,2008.00,Puzzle,Empire Interactive,0.42,0.08,0,0.04,0.54
3742.00,Star Fox Command,DS,2006.00,Shooter,Nintendo,0.39,0.01,0.1,0.04,0.54
3743.00,World Soccer Winning Eleven 7 International (JP version),PS2,2004.00,Sports,Konami Digital Entertainment,0.00,0.00,0.54,0,0.54
3744.00,ESPN NBA Basketball,PS2,2003.00,Sports,Sega,0.26,0.21,0,0.07,0.54
3745.00,Inazuma Eleven GO,3DS,2011.00,Role-Playing,Nintendo,0.00,0.05,0.48,0,0.54
3746.00,Over the Hedge,PS2,2006.00,Platform,Activision,0.45,0.02,0,0.07,0.54
3747.00,Mat Hoffman's Pro BMX,PS,2001.00,Sports,Activision,0.3,0.2,0,0.04,0.54
3748.00,Lego Star Wars: The Force Awakens,PS4,2016.00,Action,Warner Bros. Interactive Entertainment,0.14,0.32,0,0.08,0.54
3749.00,Epic Mickey 2: The Power of Two,X360,2012.00,Action,Disney Interactive Studios,0.32,0.17,0,0.04,0.54
3750.00,Popeye,2600.00,1982.00,Platform,Parker Bros.,0.5,0.03,0,0.01,0.54
3751.00,Magician's Quest: Mysterious Times,DS,2008.00,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0,0.54
3752.00,The Hobbit,PS2,2003.00,Platform,Vivendi Games,0.26,0.2,0,0.07,0.54
3753.00,War of the Monsters,PS2,2003.00,Fighting,Sony Computer Entertainment,0.26,0.2,0,0.07,0.54
3754.00,Tales of Symphonia: Dawn of the New World,Wii,2008.00,Role-Playing,Namco Bandai Games,0.22,0.05,0.24,0.03,0.54
3755.00,NBA Street Vol. 2,GC,N/A,Sports,Electronic Arts,0.41,0.11,0,0.01,0.54
3756.00,The Incredible Hulk: Ultimate Destruction,PS2,2005.00,Action,Vivendi Games,0.26,0.2,0,0.07,0.54
3757.00,Star Wars Battlefront (2015),PC,2015.00,Shooter,Electronic Arts,0.13,0.37,0,0.04,0.54
3758.00,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998.00,Adventure,Sega,0.00,0.00,0.53,0,0.53
3759.00,Jewel Master Egypt,DS,2009.00,Puzzle,Rondomedia,0.21,0.27,0,0.05,0.53
3760.00,Time Crisis II,PS2,2001.00,Shooter,Namco Bandai Games,0.26,0.2,0,0.07,0.53
3761.00,Clock Tower,PS,1996.00,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53
3762.00,NCAA March Madness 06,PS2,2005.00,Sports,Electronic Arts,0.45,0.02,0,0.07,0.53
3763.00,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008.00,Action,THQ,0.49,0.00,0,0.04,0.53
3764.00,Jampack Volume 11,PS2,2004.00,Misc,Sony Computer Entertainment,0.26,0.2,0,0.07,0.53
3765.00,Dragon's Crown,PS3,2013.00,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53
3766.00,Tactics Ogre: Let Us Cling Together,PSP,2010.00,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53
3767.00,Legacy of Kain: Defiance,PS2,2003.00,Action,Eidos Interactive,0.26,0.2,0,0.07,0.53
3768.00,SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004.00,Misc,N/A,0.38,0.14,0,0.01,0.53
3769.00,NCAA March Madness 2005,PS2,2004.00,Sports,Electronic Arts,0.44,0.02,0,0.07,0.53
3770.00,007 Racing,PS,2000.00,Racing,Electronic Arts,0.3,0.2,0,0.03,0.53
3771.00,Conflict: Vietnam,PS2,2004.00,Shooter,SCi,0.26,0.2,0,0.07,0.53
3772.00,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004.00,Misc,Sega,0.4,0.11,0,0.02,0.53
3773.00,Mystery Dungeon: Shiren the Wanderer,DS,2006.00,Role-Playing,Sega,0.18,0.00,0.33,0.02,0.53
3774.00,SimAnimals,DS,2009.00,Simulation,Electronic Arts,0.26,0.21,0,0.06,0.53
3775.00,MLB SlugFest 20-04,PS2,2003.00,Sports,Midway Games,0.26,0.2,0,0.07,0.53
3776.00,Gex 3: Deep Cover Gecko,PS,1999.00,Platform,Eidos Interactive,0.3,0.2,0,0.03,0.53
3777.00,NASCAR 09,PS2,2008.00,Racing,Electronic Arts,0.26,0.2,0,0.07,0.53
3778.00,Blitz: The League,XB,2004.00,Sports,Midway Games,0.4,0.11,0,0.02,0.53
3779.00,Jampack Vol. 2,PS,1996.00,Misc,Sony Computer Entertainment,0.3,0.2,0,0.03,0.53
3780.00,LEGO Jurassic World,WiiU,2015.00,Action,Warner Bros. Interactive Entertainment,0.28,0.19,0.02,0.04,0.53
3781.00,Sesame Street: Once Upon A Monster,X360,2011.00,Misc,Warner Bros. Interactive Entertainment,0.39,0.1,0,0.04,0.53
3782.00,Virtual Soccer,SNES,1993.00,Sports,Hudson Soft,0.00,0.00,0.53,0,0.53
3783.00,Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994.00,Strategy,Tecmo Koei,0.00,0.00,0.53,0,0.53
3784.00,Winning Post,SNES,1993.00,Sports,Tecmo Koei,0.00,0.00,0.53,0,0.53
3785.00,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005.00,Action,Ubisoft,0.34,0.17,0,0.02,0.53
3786.00,SingStar Dance,PS3,2010.00,Misc,Sony Computer Entertainment,0.09,0.32,0,0.12,0.53
3787.00,Kirby and the Rainbow Curse,WiiU,2015.00,Platform,Nintendo,0.23,0.14,0.12,0.04,0.53
3788.00,Burnout Revenge,XB,2005.00,Racing,Electronic Arts,0.32,0.19,0,0.01,0.53
3789.00,FIFA 12,PSP,2011.00,Sports,Electronic Arts,0.12,0.26,0.02,0.14,0.53
3790.00,Medal of Honor: European Assault,XB,2005.00,Shooter,Electronic Arts,0.32,0.19,0,0.02,0.53
3791.00,Batman: Arkham City,PC,2011.00,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0,0.09,0.53
3792.00,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004.00,Platform,Electronic Arts,0.26,0.2,0,0.07,0.53
3793.00,The Lord of the Rings: The Fellowship of the Ring,XB,2002.00,Action,Universal Interactive,0.31,0.19,0,0.03,0.53
3794.00,NBA 06,PS2,2005.00,Sports,Sony Computer Entertainment,0.26,0.2,0,0.07,0.53
3795.00,Sonic & All-Stars Racing Transformed,WiiU,2012.00,Racing,Sega,0.2,0.27,0.02,0.05,0.53
3796.00,Spider-Man,N64,2000.00,Action,Activision,0.43,0.09,0,0.01,0.53
3797.00,We Cheer,Wii,2008.00,Simulation,505 Games,0.48,0.00,0,0.04,0.53
3798.00,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007.00,Shooter,Ubisoft,0.35,0.1,0,0.08,0.53
3799.00,X-Men Legends,GC,2004.00,Role-Playing,Activision,0.41,0.11,0,0.01,0.53
3800.00,Alice in Wonderland,Wii,2010.00,Adventure,Disney Interactive Studios,0.27,0.21,0,0.05,0.53
3801.00,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010.00,Simulation,Electronic Arts,0.5,0.00,0,0.03,0.53
3802.00,Front Mission 2,PS,1997.00,Strategy,SquareSoft,0.00,0.00,0.49,0.03,0.53
3803.00,Bulletstorm,PS3,2011.00,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53
3804.00,F.E.A.R. 2: Project Origin,X360,2009.00,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0,0.05,0.53
3805.00,Tiger Woods PGA Tour 11,X360,2010.00,Sports,Electronic Arts,0.28,0.2,0,0.05,0.53
3806.00,Stuntman: Ignition,PS3,2007.00,Racing,THQ,0.17,0.26,0,0.1,0.53
3807.00,Are You Smarter Than A 5th Grader?,DS,2007.00,Misc,Mindscape,0.48,0.00,0,0.04,0.53
3808.00,F1 2009,PSP,2009.00,Racing,Codemasters,0.08,0.29,0,0.16,0.53
3809.00,Oni,PS2,2001.00,Action,Take-Two Interactive,0.26,0.2,0,0.07,0.53
3810.00,The Lord of the Rings: The Two Towers,GC,2002.00,Action,Electronic Arts,0.41,0.11,0,0.01,0.53
3811.00,Juiced,PS2,2005.00,Racing,THQ,0.26,0.2,0,0.07,0.53
3812.00,The Warriors,PS2,2005.00,Action,Take-Two Interactive,0.44,0.02,0,0.07,0.53
3813.00,Batman: Arkham Origins Blackgate,PSV,2013.00,Action,Warner Bros. Interactive Entertainment,0.2,0.2,0,0.13,0.53
3814.00,J-League Soccer: Prime Goal 2,SNES,1994.00,Sports,Namco Bandai Games,0.00,0.00,0.53,0,0.53
3815.00,Go Diego Go! Safari Rescue,Wii,2008.00,Action,Take-Two Interactive,0.48,0.01,0,0.04,0.53
3816.00,The Walking Dead: Survival Instinct,PS3,2013.00,Shooter,Activision,0.28,0.17,0,0.08,0.53
3817.00,Picross 3D,DS,2009.00,Puzzle,Nintendo,0.3,0.03,0.16,0.03,0.53
3818.00,Just Dance 2015,XOne,2014.00,Misc,Ubisoft,0.35,0.13,0,0.05,0.53
3819.00,Silent Hill: Origins,PSP,2007.00,Action,Konami Digital Entertainment,0.22,0.16,0.04,0.1,0.53
3820.00,NASCAR 2000,N64,1999.00,Racing,Electronic Arts,0.49,0.03,0,0,0.53
3821.00,Wayne Gretzky's 3D Hockey,N64,1996.00,Sports,Nintendo,0.49,0.03,0,0,0.53
3822.00,Pachi-Slot Aruze Oukoku 4,PS,2000.00,Misc,Aruze Corp,0.00,0.00,0.49,0.03,0.53
3823.00,Return to Castle Wolfenstein: Operation Resurrection,PS2,2003.00,Shooter,Activision,0.26,0.2,0,0.07,0.53
3824.00,Mario Tennis: Power Tour,GBA,2005.00,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52
3825.00,Seaman,DC,1999.00,Simulation,Sega,0.00,0.00,0.52,0,0.52
3826.00,Guinness World Records: The Videogame,DS,2008.00,Action,Warner Bros. Interactive Entertainment,0.47,0.01,0,0.04,0.52
3827.00,The Grinch,PS,1999.00,Adventure,Konami Digital Entertainment,0.29,0.2,0,0.03,0.52
3828.00,GT Pro Series,Wii,2006.00,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52
3829.00,Tales of Destiny,PS2,2006.00,Role-Playing,Namco Bandai Games,0.00,0.00,0.52,0,0.52
3830.00,Spectrobes: Beyond the Portals,DS,2008.00,Role-Playing,Disney Interactive Studios,0.37,0.11,0,0.04,0.52
3831.00,Classic Word Games,DS,2009.00,Misc,Ubisoft,0.09,0.37,0,0.07,0.52
