CDM,MunD,Cod,Desc,jan,fev,mar,abr,mai,jun,jul,ago,set,out,nov,dez,Total
6427,FRANCISCO MORATO              ,5029-2,Dirigir veiculo com CNH/PPD/ACC com suspensao do direito de dirigir,0,1,1,0,1,0,0,1,0,0,0,0,4
6427,FRANCISCO MORATO              ,5037-1,Dirigir veiculo com CNH de categoria diferente da do veiculo,2,0,1,0,0,2,2,2,1,0,0,0,10
6427,FRANCISCO MORATO              ,5045-0,Dirigir veiculo com validade de CNH/PPD vencida ha mais de 30 dias,3,3,4,2,2,1,3,2,2,0,0,0,22
6427,FRANCISCO MORATO              ,5053-1,Dirigir veiculo sem usar lentes corretoras de visao,0,0,0,1,0,0,0,0,0,0,0,0,1
6427,FRANCISCO MORATO              ,5061-0,Entregar veiculo a pessoa sem CNH/PPD/ACC,1,0,0,2,1,1,1,0,0,0,0,0,6
6427,FRANCISCO MORATO              ,5096-0,Entregar veiculo a pessoa com CNH/PPD vencida ha mais de 30 dias,1,0,0,0,0,0,0,0,0,0,0,0,1
6427,FRANCISCO MORATO              ,5118-0,Permitir posse/conducao do veiculo a pessoa sem CNH/PPD/ACC,0,0,0,0,0,0,0,1,0,0,0,0,1
6427,FRANCISCO MORATO              ,5126-1,Permitir posse/conducao do veiculo a pessoa com CNH/PPD/ACC cassada,0,0,0,0,0,1,0,0,0,0,0,0,1
6427,FRANCISCO MORATO              ,5169-1,Dirigir sob a influencia de alcool,0,1,2,3,2,2,1,3,2,0,0,0,16
6427,FRANCISCO MORATO              ,5169-2,Dirigir sob a influencia de qquer substancia psicoativa que deter. dependencia,0,0,0,0,0,0,0,0,1,0,0,0,1
6427,FRANCISCO MORATO              ,5185-1,Deixar o condutor de usar o cinto seguranca,7,7,5,3,1,3,15,1,2,0,0,0,44
6427,FRANCISCO MORATO              ,5185-2,Deixar o passageiro de usar o cinto seguranca,0,1,2,1,0,0,1,3,0,0,0,0,8
6427,FRANCISCO MORATO              ,5207-0,Dirigir sem atencao ou sem os cuidados indispensaveis a seguranca,0,0,1,0,0,0,0,0,0,0,0,0,1
6427,FRANCISCO MORATO              ,5215-1,Dirigir ameacando os pedestres que estejam atravessando a via publica,2,6,0,3,0,0,0,2,0,0,0,0,13
6427,FRANCISCO MORATO              ,5215-2,Dirigir ameacando os demais veiculos,3,1,1,1,0,1,0,1,1,0,0,0,9
6427,FRANCISCO MORATO              ,5266-3,Participar como condutor exib/demonst pericia em manobra de veic s/ permissao,1,0,0,0,0,0,0,0,0,0,0,0,1
6427,FRANCISCO MORATO              ,5274-1,Utiliz veic demonst/exibir manobra perigosa mediante arrancada brusca,2,2,2,1,0,0,2,2,0,0,0,0,11
6427,FRANCISCO MORATO              ,5274-2,Utiliz veic dem/exibir manob perig med derrap/frenag c/desliz/arrast pneus,0,1,3,2,2,3,2,2,1,0,0,0,16
6427,FRANCISCO MORATO              ,5282-0,"Deixar o cond envolvido em acidente, de prestar ou providenciar socorro a vitima",0,1,0,0,0,0,0,0,0,0,0,0,1
6427,FRANCISCO MORATO              ,5770-3,Deixar de dar passagem a veic de policia em servico de urgencia devid identif,0,0,0,1,0,0,0,0,0,0,0,0,1
6427,FRANCISCO MORATO              ,5835-0,Desobedecer as ordens emanadas da autorid compet de transito ou de seus agentes,4,7,3,4,2,5,1,1,0,0,0,0,27
6427,FRANCISCO MORATO              ,5908-0,Ultrapassar pelo acostamento,0,0,0,0,0,0,0,1,0,0,0,0,1
6427,FRANCISCO MORATO              ,6041-2,Executar operacao de conversao a esquerda em local proibido pela sinalizacao,1,0,0,0,1,0,0,0,0,0,0,0,2
6427,FRANCISCO MORATO              ,6076-0,Transpor bloqueio viario policial,0,0,0,0,0,0,1,1,0,0,0,0,2
6427,FRANCISCO MORATO              ,6122-0,Deixar de dar preferencia a pedestre/veic n motorizado na faixa a ele destinada,0,1,0,0,0,0,0,0,0,0,0,0,1
6427,FRANCISCO MORATO              ,6530-0,Usar no veiculo equip c/ som em volume/frequencia nao autorizados pelo Contran,0,0,1,0,0,0,2,2,0,0,0,0,5
6427,FRANCISCO MORATO              ,6556-1,Conduzir o veiculo com o lacre de identificacao violado/falsificado,0,0,1,1,0,0,0,0,0,0,0,0,2
6427,FRANCISCO MORATO              ,6556-4,Conduzir o veiculo com a placa violada/falsificada,0,0,0,0,0,0,0,1,0,0,0,0,1
6427,FRANCISCO MORATO              ,6580-0,Conduzir o veiculo sem qualquer uma das placas de identificacao,1,1,0,2,1,3,0,1,2,0,0,0,11
6427,FRANCISCO MORATO              ,6599-1,Conduzir o veiculo que nao esteja registrado,0,1,0,0,0,0,0,1,0,0,0,0,2
6427,FRANCISCO MORATO              ,6599-2,Conduzir o veiculo registrado que nao esteja devidamente licenciado,23,24,20,24,15,13,12,31,14,0,0,0,176
6427,FRANCISCO MORATO              ,6602-0,Conduzir o veiculo com qualquer uma das placas sem legibilidade e visibilidade,3,0,1,0,0,0,1,1,0,0,0,0,6
6427,FRANCISCO MORATO              ,6610-1,Conduzir o veiculo com a cor alterada,0,0,0,0,0,0,0,1,0,0,0,0,1
6427,FRANCISCO MORATO              ,6610-2,Conduzir o veiculo com caracteristica alterada,0,0,0,0,0,0,1,0,0,0,0,0,1
6427,FRANCISCO MORATO              ,6637-1,Conduzir o veiculo sem equipamento obrigatorio,9,10,6,3,4,1,3,6,2,0,0,0,44
6427,FRANCISCO MORATO              ,6637-2,Conduzir o veiculo com equipamento obrigatorio ineficiente/inoperante,4,0,0,2,2,0,1,0,0,0,0,0,9
6427,FRANCISCO MORATO              ,6645-0,Conduzir o veiculo com equip obrigatorio em desacordo com o estab pelo Contran,0,0,0,1,0,0,0,1,0,0,0,0,2
6427,FRANCISCO MORATO              ,6653-1,Conduzir o veiculo com descarga livre,0,0,0,0,0,0,0,1,0,0,0,0,1
6427,FRANCISCO MORATO              ,6661-0,Conduzir o veiculo com equipamento ou acessorio proibido,0,0,0,0,1,0,0,1,0,0,0,0,2
6427,FRANCISCO MORATO              ,6700-0,"Conduzir veic com vidro total/parcialmente coberto por pelicula, paineis/pintura",0,0,0,0,0,1,0,0,0,0,0,0,1
6427,FRANCISCO MORATO              ,6726-1,"Conduzir o veiculo em mau estado de conservacao, comprometendo a seguranca",2,3,5,4,4,5,6,1,0,0,0,0,30
6427,FRANCISCO MORATO              ,6769-0,"Conduzir veic c/ defeito no sist de iluminacao, sinaliz ou lampadas queimadas",0,0,0,0,2,1,0,1,0,0,0,0,4
6427,FRANCISCO MORATO              ,6912-0,Conduzir veiculo sem os documentos de porte obrigatorio referidos no CTB,1,2,1,8,3,1,0,0,0,0,0,0,16
6427,FRANCISCO MORATO              ,6920-1,"Deixar de efetuar registro do veiculo em 30 dias, qdo for transf a propriedade",175,187,174,85,126,105,94,96,61,0,0,0,1104
6427,FRANCISCO MORATO              ,7030-1,"Conduzir motocicleta, motoneta e ciclomotor sem capacete de seguranca",15,11,5,4,2,5,6,5,3,0,0,0,56
6427,FRANCISCO MORATO              ,7048-1,"Conduzir motocicleta, motoneta e ciclomotor transportando passageiro s/ capacete",0,0,0,0,0,1,0,0,0,0,0,0,1
6427,FRANCISCO MORATO              ,7048-3,Conduzir motocicleta/motoneta/ciclomotor transportando pas. fora do assento,0,0,1,0,0,0,0,0,0,0,0,0,1
6427,FRANCISCO MORATO              ,7056-1,Conduzir motoc/moton/ciclomotor fazendo malabarismo/equilibrando-se em uma roda,1,5,0,2,0,1,0,0,0,0,0,0,9
6427,FRANCISCO MORATO              ,7340-0,Dirigir o veic usando calcado que n se firme nos pes/comprometa utiliz pedais,6,7,6,2,6,1,6,7,1,0,0,0,42
6427,FRANCISCO MORATO              ,7358-0,"Dirigir o veiculo com apenas uma das maos, exceto quando permitido pelo CTB",1,0,0,0,0,0,0,0,0,0,0,0,1
6427,FRANCISCO MORATO              ,7366-2,Dirigir veiculo utilizando-se de telefone celular,5,1,2,0,1,3,2,1,2,0,0,0,17
6427,FRANCISCO MORATO              ,7579-0,"Rec sub test, ex clin, peric ou proc q perm cert infl alc/sub psic for art. 277",1,0,3,1,0,0,0,3,2,0,0,0,10
6427,FRANCISCO MORATO              ,7633-2,Dirigir veiculo manuseando telefone celular,1,1,2,0,3,0,0,0,3,0,0,0,10
6429,FRANCO DA ROCHA               ,5010-0,Dirigir veiculo sem possuir CNH/PPD/ACC,17,48,42,70,74,43,49,41,21,0,0,0,408
6429,FRANCO DA ROCHA               ,5029-1,Dirigir veiculo com CNH/PPD/ACC cassada,0,2,1,5,0,0,1,0,0,0,0,0,9
6429,FRANCO DA ROCHA               ,5029-2,Dirigir veiculo com CNH/PPD/ACC com suspensao do direito de dirigir,1,3,3,3,1,1,4,0,0,0,0,0,16
6429,FRANCO DA ROCHA               ,5037-1,Dirigir veiculo com CNH de categoria diferente da do veiculo,1,1,2,2,4,1,3,1,1,0,0,0,16
6429,FRANCO DA ROCHA               ,5045-0,Dirigir veiculo com validade de CNH/PPD vencida ha mais de 30 dias,2,12,5,14,13,9,6,5,4,0,0,0,70
6429,FRANCO DA ROCHA               ,5053-4,Dirigir veiculo s/ adaptacoes impostas na concessao/renovacao licenca conduzir,0,1,0,0,0,0,0,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,5061-0,Entregar veiculo a pessoa sem CNH/PPD/ACC,2,1,0,2,0,0,2,1,1,0,0,0,9
6429,FRANCO DA ROCHA               ,5096-0,Entregar veiculo a pessoa com CNH/PPD vencida ha mais de 30 dias,0,0,0,0,0,0,0,0,2,0,0,0,2
6429,FRANCO DA ROCHA               ,5118-0,Permitir posse/conducao do veiculo a pessoa sem CNH/PPD/ACC,1,0,1,0,0,0,3,2,2,0,0,0,9
6429,FRANCO DA ROCHA               ,5169-1,Dirigir sob a influencia de alcool,1,2,0,0,0,3,1,1,1,0,0,0,9
6429,FRANCO DA ROCHA               ,5169-2,Dirigir sob a influencia de qquer substancia psicoativa que deter. dependencia,0,0,0,0,2,0,0,0,0,0,0,0,2
6429,FRANCO DA ROCHA               ,5185-1,Deixar o condutor de usar o cinto seguranca,7,5,8,37,22,7,18,8,4,0,0,0,116
6429,FRANCO DA ROCHA               ,5185-2,Deixar o passageiro de usar o cinto seguranca,3,0,0,0,3,1,6,0,0,0,0,0,13
6429,FRANCO DA ROCHA               ,5193-0,Transportar crianca sem observancia das normas de seguranca estabelecidas p/ CTB,0,1,1,4,1,0,1,0,0,0,0,0,8
6429,FRANCO DA ROCHA               ,5207-0,Dirigir sem atencao ou sem os cuidados indispensaveis a seguranca,6,10,2,5,2,1,6,4,4,0,0,0,41
6429,FRANCO DA ROCHA               ,5215-1,Dirigir ameacando os pedestres que estejam atravessando a via publica,1,0,1,0,1,1,1,2,1,0,0,0,9
6429,FRANCO DA ROCHA               ,5215-2,Dirigir ameacando os demais veiculos,3,8,0,9,5,4,0,3,4,0,0,0,37
6429,FRANCO DA ROCHA               ,5240-0,Disputar corrida,1,1,0,0,0,0,0,0,0,0,0,0,2
6429,FRANCO DA ROCHA               ,5274-1,Utiliz veic demonst/exibir manobra perigosa mediante arrancada brusca,4,4,6,6,8,5,8,3,2,0,0,0,47
6429,FRANCO DA ROCHA               ,5274-2,Utiliz veic dem/exibir manob perig med derrap/frenag c/desliz/arrast pneus,2,0,0,0,1,0,1,0,1,0,0,0,5
6429,FRANCO DA ROCHA               ,5738-0,Transitar pela contramao de direcao em via c/ sinalizacao de regul sentido unico,0,0,0,0,0,1,0,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,5770-3,Deixar de dar passagem a veic de policia em servico de urgencia devid identif,0,0,1,2,1,0,0,0,0,0,0,0,4
6429,FRANCO DA ROCHA               ,5835-0,Desobedecer as ordens emanadas da autorid compet de transito ou de seus agentes,3,3,2,5,4,1,2,0,4,0,0,0,25
6429,FRANCO DA ROCHA               ,5843-1,"Deixar de indicar c/ antec, med gesto de braco/luz indicadora, inicio da marcha",0,0,0,0,0,0,3,0,0,0,0,0,3
6429,FRANCO DA ROCHA               ,5843-2,"Deixar de indicar c/ antec, med gesto de braco/luz indicadora, manobra de parar",0,0,0,1,0,0,0,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,5843-3,"Deixar de indicar c/ antec, med gesto de braco/luz indicadora, mudanca direcao",0,0,0,0,0,0,0,1,0,0,0,0,1
6429,FRANCO DA ROCHA               ,5843-4,"Deixar de indicar c/ antec, med gesto de braco/luz indicadora, mudanca de faixa",1,0,0,0,0,0,0,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,6068-1,Transpor bloqueio viario com ou sem sinalizacao ou dispositivos auxiliares,0,0,0,0,1,0,0,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,6076-0,Transpor bloqueio viario policial,1,0,0,1,2,0,1,0,1,0,0,0,6
6429,FRANCO DA ROCHA               ,6270-0,Deixar de reduzir a veloc onde o transito esteja sendo controlado pelo agente,0,0,0,0,0,0,1,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,6408-0,Portar no veiculo placas de identificacao em desacordo c/ especif/modelo Contran,0,0,0,2,0,1,2,0,0,0,0,0,5
6429,FRANCO DA ROCHA               ,6548-0,Usar no veic alarme/aparelho produz som perturbe sossego pub desac norma Contran,0,4,0,0,0,2,0,0,4,0,0,0,10
6429,FRANCO DA ROCHA               ,6556-1,Conduzir o veiculo com o lacre de identificacao violado/falsificado,0,1,3,1,0,0,0,0,0,0,0,0,5
6429,FRANCO DA ROCHA               ,6556-4,Conduzir o veiculo com a placa violada/falsificada,1,0,0,0,0,0,0,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,6580-0,Conduzir o veiculo sem qualquer uma das placas de identificacao,2,1,3,1,1,0,0,1,1,0,0,0,10
6429,FRANCO DA ROCHA               ,6599-1,Conduzir o veiculo que nao esteja registrado,0,0,0,1,0,0,0,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,6599-2,Conduzir o veiculo registrado que nao esteja devidamente licenciado,13,30,27,61,59,42,63,24,19,0,0,0,342
6429,FRANCO DA ROCHA               ,6602-0,Conduzir o veiculo com qualquer uma das placas sem legibilidade e visibilidade,0,6,5,8,7,3,3,3,2,0,0,0,37
6429,FRANCO DA ROCHA               ,6610-1,Conduzir o veiculo com a cor alterada,0,0,0,1,0,0,0,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,6610-2,Conduzir o veiculo com caracteristica alterada,1,1,0,2,1,0,0,0,0,0,0,0,5
6429,FRANCO DA ROCHA               ,6637-1,Conduzir o veiculo sem equipamento obrigatorio,6,19,9,21,20,9,9,8,7,0,0,0,108
6429,FRANCO DA ROCHA               ,6637-2,Conduzir o veiculo com equipamento obrigatorio ineficiente/inoperante,1,1,1,5,1,2,2,0,5,0,0,0,19
6429,FRANCO DA ROCHA               ,6645-0,Conduzir o veiculo com equip obrigatorio em desacordo com o estab pelo Contran,0,0,0,0,2,1,2,0,0,0,0,0,5
6429,FRANCO DA ROCHA               ,6653-1,Conduzir o veiculo com descarga livre,0,3,1,1,1,2,2,0,1,0,0,0,11
6429,FRANCO DA ROCHA               ,6653-2,Conduzir o veiculo com silenciador de motor defeituoso/deficiente/inoperante,0,0,0,0,0,0,1,1,1,0,0,0,3
6429,FRANCO DA ROCHA               ,6670-0,Conduzir o veiculo c/ equip do sistema de iluminacao e de sinalizacao alterados,0,0,1,0,1,0,0,0,0,0,0,0,2
6429,FRANCO DA ROCHA               ,6700-0,"Conduzir veic com vidro total/parcialmente coberto por pelicula, paineis/pintura",0,0,0,4,4,2,1,0,2,0,0,0,13
6429,FRANCO DA ROCHA               ,6726-1,"Conduzir o veiculo em mau estado de conservacao, comprometendo a seguranca",2,15,22,29,31,9,10,16,9,0,0,0,144
6429,FRANCO DA ROCHA               ,6769-0,"Conduzir veic c/ defeito no sist de iluminacao, sinaliz ou lampadas queimadas",0,0,1,2,3,0,2,1,0,0,0,0,9
6429,FRANCO DA ROCHA               ,6912-0,Conduzir veiculo sem os documentos de porte obrigatorio referidos no CTB,1,2,1,5,3,1,3,2,2,0,0,0,20
6429,FRANCO DA ROCHA               ,6920-1,"Deixar de efetuar registro do veiculo em 30 dias, qdo for transf a propriedade",19,15,9,0,10,12,1,1,13,0,0,0,81
6429,FRANCO DA ROCHA               ,6920-2,"Deixar de efetuar reg do veic em 30 dias, qdo mudar o munic de domicilio/resid",55,40,26,3,9,5,3,4,2,0,0,0,147
6429,FRANCO DA ROCHA               ,6920-3,"Deixar de efetuar reg de veic em 30 dias, qdo for alterada qquer caract do veic",0,0,1,0,0,0,0,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,7030-1,"Conduzir motocicleta, motoneta e ciclomotor sem capacete de seguranca",5,8,8,17,9,11,1,7,9,0,0,0,75
6429,FRANCO DA ROCHA               ,7056-1,Conduzir motoc/moton/ciclomotor fazendo malabarismo/equilibrando-se em uma roda,1,0,0,2,1,0,0,1,0,0,0,0,5
6429,FRANCO DA ROCHA               ,7064-0,"Conduzir motocicleta, motoneta e ciclomotor com os farois apagados",0,1,0,0,0,0,0,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,7072-1,Conduzir motocicleta/motoneta/ciclomotor transportando crianca menor de 7 anos,0,0,0,0,0,1,0,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,7099-1,Conduzir motocicleta/motoneta/ciclomotor sem segurar o guidom com ambas as maos,0,0,1,0,0,0,0,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,7285-0,"Em movimento, deixar de manter a placa traseira iluminada a noite",0,1,1,0,0,0,0,0,0,0,0,0,2
6429,FRANCO DA ROCHA               ,7323-2,Dirigir o veiculo transport animais a sua esquerda ou entre os bracos e pernas,0,0,1,0,0,0,0,0,2,0,0,0,3
6429,FRANCO DA ROCHA               ,7340-0,Dirigir o veic usando calcado que n se firme nos pes/comprometa utiliz pedais,2,22,30,48,34,10,13,5,6,0,0,0,170
6429,FRANCO DA ROCHA               ,7358-0,"Dirigir o veiculo com apenas uma das maos, exceto quando permitido pelo CTB",0,1,0,0,0,0,0,0,0,0,0,0,1
6429,FRANCO DA ROCHA               ,7366-2,Dirigir veiculo utilizando-se de telefone celular,4,4,0,5,4,2,3,0,0,0,0,0,22
6429,FRANCO DA ROCHA               ,7579-0,"Rec sub test, ex clin, peric ou proc q perm cert infl alc/sub psic for art. 277",1,1,0,0,0,0,1,1,1,0,0,0,5
6429,FRANCO DA ROCHA               ,7633-1,Dirigir veiculo segurando telefone celular,0,3,0,2,3,1,0,0,10,0,0,0,19
6429,FRANCO DA ROCHA               ,7633-2,Dirigir veiculo manuseando telefone celular,4,2,2,8,1,4,0,6,6,0,0,0,33
6429,FRANCO DA ROCHA               ,7684-1,NULL,0,0,0,0,0,0,0,0,1,0,0,0,1
6429,FRANCO DA ROCHA               ,7684-2,NULL,0,0,0,0,1,0,0,0,1,0,0,0,2
6431,GABRIEL MONTEIRO              ,5010-0,Dirigir veiculo sem possuir CNH/PPD/ACC,0,1,0,2,2,2,1,0,0,0,0,0,8
6431,GABRIEL MONTEIRO              ,5045-0,Dirigir veiculo com validade de CNH/PPD vencida ha mais de 30 dias,2,0,0,1,0,0,0,0,1,0,0,0,4
6431,GABRIEL MONTEIRO              ,5061-0,Entregar veiculo a pessoa sem CNH/PPD/ACC,0,0,0,0,0,1,0,0,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,5118-0,Permitir posse/conducao do veiculo a pessoa sem CNH/PPD/ACC,0,1,0,2,2,1,1,0,0,0,0,0,7
6431,GABRIEL MONTEIRO              ,5142-0,Permitir posse/conducao do veic a pessoa com CNH/PPD vencida ha mais de 30 dias,1,0,0,1,0,0,0,0,0,0,0,0,2
6431,GABRIEL MONTEIRO              ,5185-1,Deixar o condutor de usar o cinto seguranca,0,1,0,0,2,2,1,0,0,0,0,0,6
6431,GABRIEL MONTEIRO              ,5185-2,Deixar o passageiro de usar o cinto seguranca,0,0,0,0,0,1,0,0,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,5231-1,Atirar do veiculo objetos ou substancias,0,1,0,0,0,0,0,0,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,5240-0,Disputar corrida,0,0,0,3,0,0,0,0,0,0,0,0,3
6431,GABRIEL MONTEIRO              ,5274-1,Utiliz veic demonst/exibir manobra perigosa mediante arrancada brusca,0,0,0,0,0,0,0,0,1,0,0,0,1
6431,GABRIEL MONTEIRO              ,5487-0,Estacionar ao lado de outro veiculo em fila dupla,0,0,0,0,2,0,0,0,0,0,0,0,2
6431,GABRIEL MONTEIRO              ,5509-0,Estacionar no ponto de embarque/desembarque de passageiros transporte coletivo,0,0,0,0,4,0,0,0,0,0,0,0,4
6431,GABRIEL MONTEIRO              ,5525-0,Estacionar na contramao de direcao,1,0,0,0,0,0,0,0,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,5584-0,Parar afastado da guia da calcada (meio-fio) de 50cm a 1m,0,0,0,0,0,0,0,0,1,0,0,0,1
6431,GABRIEL MONTEIRO              ,5720-0,Transitar pela contramao de direcao em via com duplo sentido de circulacao,0,0,0,0,0,0,0,0,1,0,0,0,1
6431,GABRIEL MONTEIRO              ,5967-0,"Ultrapassar pela contramao linha de divisao de fluxos opostos, continua amarela",1,2,1,4,0,1,1,3,1,0,0,0,14
6431,GABRIEL MONTEIRO              ,6050-2,Avancar o sinal de parada obrigatoria,0,0,0,1,0,1,2,0,0,0,0,0,4
6431,GABRIEL MONTEIRO              ,6530-0,Usar no veiculo equip c/ som em volume/frequencia nao autorizados pelo Contran,1,0,0,1,1,0,1,0,0,0,0,0,4
6431,GABRIEL MONTEIRO              ,6556-1,Conduzir o veiculo com o lacre de identificacao violado/falsificado,0,0,0,0,1,0,0,0,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,6564-0,Conduzir o veiculo transportando passageiros em compartimento de carga,1,0,0,1,0,0,0,0,0,0,0,0,2
6431,GABRIEL MONTEIRO              ,6599-2,Conduzir o veiculo registrado que nao esteja devidamente licenciado,1,0,0,3,1,0,2,0,0,0,0,0,7
6431,GABRIEL MONTEIRO              ,6602-0,Conduzir o veiculo com qualquer uma das placas sem legibilidade e visibilidade,0,0,0,0,0,0,1,0,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,6637-1,Conduzir o veiculo sem equipamento obrigatorio,0,0,0,0,1,0,0,0,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,6653-1,Conduzir o veiculo com descarga livre,0,0,0,1,0,0,0,0,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,6726-1,"Conduzir o veiculo em mau estado de conservacao, comprometendo a seguranca",0,0,0,2,0,1,1,0,0,0,0,0,4
6431,GABRIEL MONTEIRO              ,6769-0,"Conduzir veic c/ defeito no sist de iluminacao, sinaliz ou lampadas queimadas",0,1,0,1,1,0,0,0,0,0,0,0,3
6431,GABRIEL MONTEIRO              ,6912-0,Conduzir veiculo sem os documentos de porte obrigatorio referidos no CTB,1,0,0,0,0,0,0,0,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,7030-1,"Conduzir motocicleta, motoneta e ciclomotor sem capacete de seguranca",1,0,0,0,0,0,0,0,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,7048-1,"Conduzir motocicleta, motoneta e ciclomotor transportando passageiro s/ capacete",1,0,0,0,0,0,0,0,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,7056-1,Conduzir motoc/moton/ciclomotor fazendo malabarismo/equilibrando-se em uma roda,0,0,0,0,1,0,0,0,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,7340-0,Dirigir o veic usando calcado que n se firme nos pes/comprometa utiliz pedais,1,2,0,2,1,1,1,0,0,0,0,0,8
6431,GABRIEL MONTEIRO              ,7366-2,Dirigir veiculo utilizando-se de telefone celular,0,0,0,0,0,1,0,0,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,7579-0,"Rec sub test, ex clin, peric ou proc q perm cert infl alc/sub psic for art. 277",0,0,0,0,0,0,0,1,0,0,0,0,1
6431,GABRIEL MONTEIRO              ,7633-1,Dirigir veiculo segurando telefone celular,1,0,0,0,0,1,1,0,0,0,0,0,3
6431,GABRIEL MONTEIRO              ,7633-2,Dirigir veiculo manuseando telefone celular,0,0,0,0,0,0,1,0,0,0,0,0,1
6433,GALIA                         ,5010-0,Dirigir veiculo sem possuir CNH/PPD/ACC,0,2,0,4,9,4,7,4,8,0,0,0,39
6433,GALIA                         ,5029-1,Dirigir veiculo com CNH/PPD/ACC cassada,0,0,0,1,0,2,2,1,0,0,0,0,6
6433,GALIA                         ,5029-2,Dirigir veiculo com CNH/PPD/ACC com suspensao do direito de dirigir,1,0,1,1,1,0,2,1,2,0,0,0,9
6433,GALIA                         ,5037-1,Dirigir veiculo com CNH de categoria diferente da do veiculo,0,0,0,0,0,0,1,1,0,0,0,0,2
6433,GALIA                         ,5045-0,Dirigir veiculo com validade de CNH/PPD vencida ha mais de 30 dias,0,0,0,1,1,1,0,1,1,0,0,0,5
6433,GALIA                         ,5169-1,Dirigir sob a influencia de alcool,0,0,0,0,0,1,0,1,1,0,0,0,3
6433,GALIA                         ,5185-1,Deixar o condutor de usar o cinto seguranca,0,1,3,1,1,7,5,3,3,0,0,0,24
6433,GALIA                         ,5185-2,Deixar o passageiro de usar o cinto seguranca,0,0,0,0,1,0,1,0,0,0,0,0,2
6433,GALIA                         ,5193-0,Transportar crianca sem observancia das normas de seguranca estabelecidas p/ CTB,2,0,0,0,0,1,0,1,0,0,0,0,4
6433,GALIA                         ,5207-0,Dirigir sem atencao ou sem os cuidados indispensaveis a seguranca,0,0,0,2,3,2,1,0,3,0,0,0,11
6433,GALIA                         ,5274-1,Utiliz veic demonst/exibir manobra perigosa mediante arrancada brusca,0,1,0,0,0,1,0,0,0,0,0,0,2
6433,GALIA                         ,5274-2,Utiliz veic dem/exibir manob perig med derrap/frenag c/desliz/arrast pneus,1,0,0,0,0,0,1,0,1,0,0,0,3
6433,GALIA                         ,5835-0,Desobedecer as ordens emanadas da autorid compet de transito ou de seus agentes,1,0,0,0,0,0,1,0,1,0,0,0,3
6433,GALIA                         ,6076-0,Transpor bloqueio viario policial,0,0,0,0,0,0,1,0,0,0,0,0,1
6433,GALIA                         ,6408-0,Portar no veiculo placas de identificacao em desacordo c/ especif/modelo Contran,0,0,0,0,0,0,1,0,0,0,0,0,1
6433,GALIA                         ,6556-1,Conduzir o veiculo com o lacre de identificacao violado/falsificado,0,0,0,1,3,0,0,0,1,0,0,0,5
6433,GALIA                         ,6556-4,Conduzir o veiculo com a placa violada/falsificada,0,0,0,0,1,0,0,0,0,0,0,0,1
6433,GALIA                         ,6580-0,Conduzir o veiculo sem qualquer uma das placas de identificacao,0,0,1,0,0,0,0,0,0,0,0,0,1
6433,GALIA                         ,6599-2,Conduzir o veiculo registrado que nao esteja devidamente licenciado,5,2,1,1,4,6,6,2,8,0,0,0,36
6433,GALIA                         ,6602-0,Conduzir o veiculo com qualquer uma das placas sem legibilidade e visibilidade,0,0,0,0,0,0,1,0,1,0,0,0,2
6433,GALIA                         ,6610-2,Conduzir o veiculo com caracteristica alterada,0,1,0,0,0,0,0,0,0,0,0,0,1
6433,GALIA                         ,6637-1,Conduzir o veiculo sem equipamento obrigatorio,0,2,0,0,0,1,1,0,2,0,0,0,6
6433,GALIA                         ,6637-2,Conduzir o veiculo com equipamento obrigatorio ineficiente/inoperante,0,0,0,1,2,1,0,3,1,0,0,0,9
6433,GALIA                         ,6653-1,Conduzir o veiculo com descarga livre,0,0,0,0,0,0,0,0,1,0,0,0,1
6433,GALIA                         ,6670-0,Conduzir o veiculo c/ equip do sistema de iluminacao e de sinalizacao alterados,0,0,0,0,0,0,0,1,0,0,0,0,1
