UF,Sigla Partido,Cargo,Nome candidato,Valor despesa,Tipo despesa,Fonte recurso,EspÈcie recurso,DescriÁao da despesa
SP,PMDB,Deputado Estadual,JONAS PEREIRA DE LIMA,36.82,"Impostos, contribuiÁıes e taxas",Outros Recursos nao descritos,DÈbito em conta,TAXA BANC¡RIA POR DEVOLU«√O DE CHEQUE POR DUAS VEZES EXCLUS√O DO CCF
SP,PMDB,Deputado Estadual,JONAS PEREIRA DE LIMA,6867.46,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,COMBUSTÕVEL CONSUMIDO EM CAMPANHA DO DIA 16 ¿ 30 DE SETEMBRO DE 2010
SP,PMDB,Deputado Estadual,JONAS PEREIRA DE LIMA,7149.77,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,COMBUSTÕVEL CONSUMIDO EM CAMPANHA DE 1 ¿ 15 DE SETEMBRO DE 2010
SP,PMDB,Deputado Estadual,JONAS PEREIRA DE LIMA,510.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«OS PRESTADOS DE 1 A 30 DE SETEMBRO
SP,PMDB,Deputado Estadual,JONAS PEREIRA DE LIMA,323.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PAGAMENTO POR SERVI«OS PRESTADOS DE 1 A 19 DE SETEMBRO
SP,PMDB,Deputado Estadual,JONAS PEREIRA DE LIMA,510.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PAGAMENTO POR SERVI«OS PRESTADOS DE 1 A 30 DE SETEMBRO
SP,PMDB,Deputado Estadual,JONAS PEREIRA DE LIMA,493.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PAGAMENTO POR SERVI«OS PRESTADOS 1 A 30 DE SETEMBRO DE 2010
SP,PMDB,Deputado Estadual,JONAS PEREIRA DE LIMA,800.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PAGAMENTO POR SERVI«OS PRESTADOS DE 1 A 30 DE SETEMBRO DE 2010
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,1545.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,DOA«√O DE 300.000 SANTINHOS
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,2158.27,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRODU«√O DE PROGRAMAS DE TELEVIS√O
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,332.50,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,DOA«√O DE 50% DO MATERIAL NF: 0021
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,17.50,Encargos financeiros e taxas banc·rias,Outros Recursos nao descritos,DÈbito em conta,TARIFA DE CHEQUE DEVOLVIDO
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,360.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,DOA«√O DE 50% DO MATERIAL NF: 0021
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,210.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,DOA«√O DE 50% DO MATERIAL NF: 2456
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,27000.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,DOA«√O DE EQUIPE DE TRABALHO NA RUA - 30 PESSOAS REFERENTE AGOSTO E SETEMBRO/2010
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,720.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,300.000 SANTINHOS NF: 003
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,75.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,DOA«√O DE 50% DO MATERIAL NF: 2512
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,900.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,DOA«√O DE 50% DO MATERIAL IMPRESSO NF: 0021
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,216.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,DOA«√O DE 50% DO MATERIAL IMPRESSO NF: 032
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,0.35,Encargos financeiros e taxas banc·rias,Outros Recursos nao descritos,DÈbito em conta,TAXA DE DEVOLU«√O
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,29.48,"Impostos, contribuiÁıes e taxas",Outros Recursos nao descritos,Cheque,DEPOSITO NO FUNDO PARTIDARIO - PMDB
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,400.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,40.000 FOLHETOS - SANTINHOS
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,98.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,1.000 CART’ES DE CAMPANHA
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,17.50,Encargos financeiros e taxas banc·rias,Outros Recursos nao descritos,DÈbito em conta,TARIFA DE CHEQUE DEVOLVIDO
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,970.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,100.000 SANTINHOS
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,0.35,Encargos financeiros e taxas banc·rias,Outros Recursos nao descritos,DÈbito em conta,TAXA DE DEVOLU«√O
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,1800.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,400 BANNERS
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,36.82,Encargos financeiros e taxas banc·rias,Outros Recursos nao descritos,DÈbito em conta,DEBITO AUTORIZADO
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,2000.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"ADMINISTRADOR FINANCEIRO DE CAMPANHA - -PERIODO 30/07/2010 A 03/10/2010 $ 2.000,00.                                                                                                                                                                            "
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,900.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,200 ADESIVOS PERFURADOS
SP,PMDB,Deputado Federal,LEONEL HERNANDEZ JUNIOR,930.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,COORDENADOR DE CAMPANHA DE RUA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VPRESTA«√O DE SERVI«O VOLUNTARIO PARA DIVULGA«√O DA CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«O VOLUNTARIO PARA DIVULGA«√O DA CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«O VOLUNTARIO PARA DIVULGA«√O DA CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«O VOLUNTARIO PARA DIVULGA«√O DA CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA.
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,255.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,255.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA ELEITORAL
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA ELEITORAL
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA ELEITORAL
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA ELEITORAL
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA ELEITORAL
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA ELEITORAL
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA ELEITORAL
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,25000.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"CESS√O DE BEM IMOVEL CONFORME CONTRATO ASSINADO EM 06/07/2010, COM DESPESAS DE CONSUMO DE AGUA, ENERGIA ELETRICA E IPTU.                                                                                                                                       "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,800.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA ELEITORAL
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,600.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA ELEITORAL
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,255.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA ELEITORAL
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,255.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA ELEITORAL
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,400.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,450.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,300.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,255.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA.
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA.
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,255.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA.
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,300.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA.
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,300.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA - RG: 52.664.807-7
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,255.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRESTA«√O DE SERVI«OS VOLUNTARIOS PARA DIVULGA«√O DE CAMPANHA.
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,255.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,SERVI«O VOLUNT¡RIO DE DIVULGA«√O DE CAMPANHA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,2158.27,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRODU«AO DE PROGRAMA DE TELEVISAO
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,1545.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"300.000 SANTINHOS - VALOR MILHEIRO R$5,15                                                                                                                                                                                                                      "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,537.50,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,MATERIAL IMPRESSO - SANTINHOS
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,2800.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,200 ADESIVOS PERFURADOS - 90 X 40
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,360.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,3655.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,2000 ADEVISOS DE 30 X 15 / 2 BANNERS 70 X 150
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,5000.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"12000 SANTINHOS, 500 ADESIVOS REDONDOS, 500 ADESIVOS RETANGULARES                                                                                                                                                                                              "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,4485.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"2000 SANTINHOS, 500 ADESIVOS REDONDOS, 500 ADESIVOS RETANGULARES, 1000 CARTOES DE VISITA FRENTE, 1000 CARTOES DE VISITA FRENTE E VERSO                                                                                                                         "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,1000.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,CONSULTORIA JURIDICA
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,600.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,"ANUNCIO EM JORNAL EDICOES 153, 154 E 155 / R$150,00 POR ANUNCIO                                                                                                                                                                                                "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,1500.00,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,"CONSUMO DE COMBUSTIVEL GASOLINA COMUM 322,137 LITROS A 2,499 E 403,629 LITROS ALCOOL COMUN A 1,499                                                                                                                                                             "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,500.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,PUBLICIDADE CAMPANHA ELEITORAL EDI«’ES 1824 E 1825
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,400.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"IMPRESSAO DE 10.000 SANTINHOS A 0,0400 CADA.                                                                                                                                                                                                                   "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,330.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,"3 PUBLICA«’ES DE PROPAGANDA POLITICA INSERIDAS NAS EDI«’ES 262, 263 E 264 - JORNAL VOZ DE IBIUNA                                                                                                                                                               "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,750.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,"PUBLICA«’ES DE ANUNCIOS NAS EDI«’ES 219,220 E 221 - JORNAL FOLHA DE PIEDADE                                                                                                                                                                                    "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,4896.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,"36 PLACAS 2,5X1,3M - VL UNIT 86,00 E 20 CAVALETES 2MX1M FRENTE E VERSO VL UNIT 90,00.                                                                                                                                                                          "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,2000.00,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,"CONSUMO DE COMBUSTIVEL 800,32 LITROS A 2,499 DE GASOLINA COMUM                                                                                                                                                                                                 "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,2000.00,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,"CONSUMO DE COMBUSTIVEL 715,266 LITROS GASOLINA COMUM A 2,499 CADA, E 132,927 LITROS DE ALCOOL COMUM A 1,599 CADA.                                                                                                                                              "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,720.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"IMPRESSAO DE 200 ADESIVOS IBIUNA A 1,80 CADA E 200 ADESIVOS TIETE A 1,80 CADA.                                                                                                                                                                                 "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,500.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,PUBLICA«√O CAMPANHA ELEITORAL EDI«’ES 1826 E 1827.
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,735.00,AlimentaÁ„o,Outros Recursos nao descritos,Cheque,"DESPESA DE REFEI«√O 350 LANCHES MISTO A 1,50 CADA E 175 REFRIGERANTES A 1,20 CADA.                                                                                                                                                                             "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,90.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,"CARIMBOS 6 UNIDADES A 15,00.                                                                                                                                                                                                                                   "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,157.00,AlimentaÁ„o,Outros Recursos nao descritos,Cheque,"DESPESA COM REFEI«√O - 24 MARMITEX A 6,00 E 2 MARMITEX A 6,50 CADA.                                                                                                                                                                                            "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,5000.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,IMPRESSAO DE 500.000 SANTINHOS.
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,1537.45,Materiais de expediente,Outros Recursos nao descritos,Cheque,"COMPRA DE MATERIAIS DE ESCRITORIO: CARTUCHOS IMPRESSORA , CDS GRAVAVEL, CANETAS, ALMOFADAS DE CARIMBO, LAPIS, PAPEL A4, CADERNO, ENVELOPE OFICIO, APONTADOR.                                                                                                   "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,1000.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERVI«OS DE PUBLICIDADE
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,7113.90,AlimentaÁ„o,Outros Recursos nao descritos,Cheque,"DESPESA COM REFEI«’ES 690 REFEI«’ES A 8,00 CADA, E 690 LANCHES A 2,31 CADA                                                                                                                                                                                     "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,12390.00,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,"CONSUMO DE ALCOOL 5027,659 LITROS TOTAL 6631,40 E 2420,186 LITROS GASOLINA TOTAL 5758,60.                                                                                                                                                                      "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,2000.00,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,"CONSUMO DE GASOLINA 800,32 LITROS A 2,499 CADA.                                                                                                                                                                                                                "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,443.50,AlimentaÁ„o,Outros Recursos nao descritos,Cheque,FORNECIMENTO DE AGUA MINERAL .
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,710.00,Publicidade por carros de som,Outros Recursos nao descritos,Cheque,"CAIXA ACUSTICA SONDBOY 12' 100WRMS - 512 400,00 E MODULO BOAG AB3000 480W PMAO 310,00                                                                                                                                                                          "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,989.70,AlimentaÁ„o,Outros Recursos nao descritos,Cheque,"DESPESA REFEI«√O 431 LANCHES A 1,50 E 286 REFRIGERANTES A 1,20                                                                                                                                                                                                 "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,2500.00,Materiais de expediente,Outros Recursos nao descritos,Cheque,"COMPRA DE SACO PP 12X25 200 UNIDADES A 12,50 CADA.                                                                                                                                                                                                             "
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,2600.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,INFORMATICO AO CIDADAO 1X1 OFSET 63GR E SERVI«O DA IMPRESS√O
SP,PMDB,Deputado Estadual,FABIO BELLO DE OLIVEIRA,570.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"INFORMATIVOS 1X1 OFSET 63GR PIEDADE 9500 A 0,0340 CADA, 5.500 PLANFLETOS 1X1 OFSET 63GR MOTOBOY 0,0340 CADA E PRESTA«√O DE SERVI«OS                                                                                                                            "
