CODIGO_FILIAL,CNPJ_LOJA,LOJA,DATA_VENDA,ano,mês,dia,CV,QUANTIDADE,VALOR_UNITARIO,VALOR_VENDA_REAL,DESCONTO_PERCENTUAL,VALOR_DESCONTO,FORNECEDOR,GRIFE,TIPO_PRODUTO,CATEGORIA
0105,01329476000567,MITANI MORUMBI      ,20220705,2022,7,5,0058783-0105,1,7.25,7.25,99.00,717.75,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S SURF. ZEISS FREEFORM      ,LG,LENTES OFTALMICAS
0105,01329476000567,MITANI MORUMBI      ,20220705,2022,7,5,0058784-0105,1,494.90,494.90,9.85,54.10,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS CLEARVIEW   ,LG,LENTES OFTALMICAS
0105,01329476000567,MITANI MORUMBI      ,20220705,2022,7,5,0058784-0105,1,494.10,494.10,10.00,54.90,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS CLEARVIEW   ,LG,LENTES OFTALMICAS
0105,01329476000567,MITANI MORUMBI      ,20220705,2022,7,5,0058784-0105,1,355.50,355.50,10.00,39.50,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS             ,LG,LENTES OFTALMICAS
0105,01329476000567,MITANI MORUMBI      ,20220705,2022,7,5,0058784-0105,1,355.50,355.50,10.00,39.50,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS             ,LG,LENTES OFTALMICAS
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058789-0102,1,1019.00,1019.00,0.00,0.00,WILVALE DE RIGO S.A                     ,YALEA                         ,AR,ARMAÇÃO
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058789-0102,1,650.00,650.00,0.00,0.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS CLEARVIEW   ,LG,LENTES OFTALMICAS
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058789-0102,1,920.00,920.00,0.00,0.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S SURF. ZEISS FREEFORM      ,LG,LENTES OFTALMICAS
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058789-0102,1,920.00,920.00,0.00,0.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S SURF. ZEISS FREEFORM      ,LG,LENTES OFTALMICAS
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058789-0102,1,650.00,650.00,0.00,0.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS CLEARVIEW   ,LG,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058767-0109,1,30.00,30.00,0.00,0.00,BLESS COMERCIO DE PRODUTOS OPTICOS EIREL,DELAURENTIS                   ,ME,ACESSÓRIOS
0107,01329476000729,MITANI A FRANCO     ,20220705,2022,7,5,0058793-0107,1,220.00,220.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0103,01329476000303,MITANI JD SUL       ,20220705,2022,7,5,0058794-0103,1,10.79,10.79,99.00,1068.71,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S. ZEISS SMART INDIVIDUAL   ,LG,LENTES OFTALMICAS
0103,01329476000303,MITANI JD SUL       ,20220705,2022,7,5,0058794-0103,1,544.00,544.00,0.00,0.00,MARCHON BRASIL LTDA                     ,CALK JEANS                    ,AR,ARMAÇÃO
0103,01329476000303,MITANI JD SUL       ,20220705,2022,7,5,0058794-0103,1,1068.70,1068.70,1.00,10.80,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S. ZEISS SMART INDIVIDUAL   ,LG,LENTES OFTALMICAS
0103,01329476000303,MITANI JD SUL       ,20220705,2022,7,5,0058794-0103,1,1068.72,1068.72,1.00,10.78,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S. ZEISS SMART INDIVIDUAL   ,LG,LENTES OFTALMICAS
0103,01329476000303,MITANI JD SUL       ,20220705,2022,7,5,0058794-0103,1,10.79,10.79,99.00,1068.71,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S. ZEISS SMART INDIVIDUAL   ,LG,LENTES OFTALMICAS
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058795-0102,1,149.50,149.50,0.00,0.00,GROWN OPTICAL LTDA                      ,POLY SOLAR BASE 6/8           ,LG,LENTES OFTALMICAS
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058795-0102,1,149.50,149.50,0.00,0.00,GROWN OPTICAL LTDA                      ,POLY SOLAR BASE 6/8           ,LG,LENTES OFTALMICAS
0110,01329476001024,MITANI AUGUSTA      ,20220705,2022,7,5,0058797-0110,1,1300.00,1300.00,0.00,0.00,MARCOLIN DO BRASIL COMERCIO DE PRODUTOS ,EMILIO PUCCI                  ,AR,ARMAÇÃO
0103,01329476000303,MITANI JD SUL       ,20220705,2022,7,5,0058799-0103,1,3.95,3.95,99.00,391.05,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS             ,LG,LENTES OFTALMICAS
0103,01329476000303,MITANI JD SUL       ,20220705,2022,7,5,0058799-0103,1,3.95,3.95,99.00,391.05,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS             ,LG,LENTES OFTALMICAS
0103,01329476000303,MITANI JD SUL       ,20220705,2022,7,5,0058799-0103,1,391.05,391.05,1.00,3.95,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS             ,LG,LENTES OFTALMICAS
0103,01329476000303,MITANI JD SUL       ,20220705,2022,7,5,0058799-0103,1,390.05,390.05,1.25,4.95,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS             ,LG,LENTES OFTALMICAS
0101,01329476000133,O.STILO             ,20220705,2022,7,5,0058804-0101,1,165.00,165.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0101,01329476000133,O.STILO             ,20220705,2022,7,5,0058804-0101,1,165.00,165.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0101,01329476000133,O.STILO             ,20220705,2022,7,5,0058804-0101,1,165.00,165.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0101,01329476000133,O.STILO             ,20220705,2022,7,5,0058804-0101,1,165.00,165.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058807-0109,1,240.00,240.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS ASTIGMATISMO     ,LC,LENTES DE CONTATO
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058807-0109,1,240.00,240.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS ASTIGMATISMO     ,LC,LENTES DE CONTATO
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058807-0109,1,240.00,240.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS ASTIGMATISMO     ,LC,LENTES DE CONTATO
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058807-0109,1,240.00,240.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS ASTIGMATISMO     ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058810-0102,1,351.50,351.50,0.00,0.00,GROWN OPTICAL LTDA                      ,XTRATA SLIM                   ,LG,LENTES OFTALMICAS
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058810-0102,1,351.50,351.50,0.00,0.00,GROWN OPTICAL LTDA                      ,XTRATA SLIM                   ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058812-0108,1,7.25,7.25,99.00,717.75,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S SURF. ZEISS FREEFORM      ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058812-0108,1,725.00,725.00,0.00,0.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S SURF. ZEISS FREEFORM      ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058812-0108,1,1314.50,1314.50,1.90,25.50,LUXOTTICA BRASIL PRODUTOS OTICOS E ESPOR,PRADA SPORT                   ,AR,ARMAÇÃO
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058812-0108,1,660.00,660.00,0.00,0.00,MARCHON BRASIL LTDA                     ,CALVIN KLEIN                  ,AR,ARMAÇÃO
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058812-0108,1,7.25,7.25,99.00,717.75,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S SURF. ZEISS FREEFORM      ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058812-0108,1,725.00,725.00,0.00,0.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S SURF. ZEISS FREEFORM      ,LG,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058814-0109,1,1479.37,1479.37,0.00,0.00,MARCOLIN DO BRASIL COMERCIO DE PRODUTOS ,SWAROVSKI                     ,AR,ARMAÇÃO
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058814-0109,1,1085.54,1085.54,0.00,0.00,WILVALE DE RIGO S.A                     ,YALEA                         ,AR,ARMAÇÃO
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058814-0109,1,2064.62,2064.62,0.00,0.00,OPTOTAL HOYA LTDA                       ,V.S SURF. NPU IDENTITY V+     ,LG,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058814-0109,1,2064.63,2064.63,0.00,0.00,OPTOTAL HOYA LTDA                       ,V.S SURF. NPU IDENTITY V+     ,LG,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058814-0109,1,2751.83,2751.83,0.00,0.00,OPTOTAL HOYA LTDA                       ,HL LIFESTYLE V+ TRIVEX        ,LG,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058814-0109,1,0.03,0.03,99.96,76.47,OPTOTAL HOYA LTDA                       ,TRATAMENTO COLORAÃ‡ÃƒO HOYA TR,BN,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058814-0109,1,1.10,1.10,99.96,2751.90,OPTOTAL HOYA LTDA                       ,HL LIFESTYLE V+ TRIVEX        ,LG,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058814-0109,1,199.92,199.92,0.00,0.00,KENERSON INDUSTRIA E COMERCIO DE PRODUTO,SPEEDO                        ,OC,SOLAR
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058814-0109,1,0.03,0.03,99.96,76.47,OPTOTAL HOYA LTDA                       ,TRATAMENTO COLORAÃ‡ÃƒO HOYA TR,BN,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058814-0109,1,1.09,1.09,99.96,2751.90,OPTOTAL HOYA LTDA                       ,HL LIFESTYLE V+ TRIVEX        ,LG,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058814-0109,1,2751.84,2751.84,0.00,0.00,OPTOTAL HOYA LTDA                       ,HL LIFESTYLE V+ TRIVEX        ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058819-0108,1,3761.38,0.00,0.00,0.00,OPTOTAL HOYA LTDA                       ,HL LIFESTYLE 3i               ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058819-0108,1,3761.38,0.00,0.00,0.00,OPTOTAL HOYA LTDA                       ,HL LIFESTYLE 3i               ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058819-0108,1,37.61,0.00,99.00,4207.01,OPTOTAL HOYA LTDA                       ,HL LIFESTYLE 3i               ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058819-0108,1,37.61,0.00,99.00,4207.01,OPTOTAL HOYA LTDA                       ,HL LIFESTYLE 3i               ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058819-0108,1,1.01,0.00,99.00,112.86,OPTOTAL HOYA LTDA                       ,COLORAÃ‡ÃƒO ALTO INDICE       ,BN,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058819-0108,1,1.01,0.00,99.00,112.86,OPTOTAL HOYA LTDA                       ,COLORAÃ‡ÃƒO ALTO INDICE       ,BN,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058822-0109,1,2087.60,2087.60,1.06,22.40,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,ZEISS PROG. SMARTLIFE ESSENTIA,LG,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058822-0109,1,746.10,746.10,10.00,82.90,WILVALE DE RIGO S.A                     ,YALEA                         ,OC,SOLAR
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058822-0109,1,1.05,1.05,99.00,103.95,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,COLORAÃ‡ÃƒO CR                ,BN,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058822-0109,1,1.05,1.05,99.00,103.95,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,COLORAÃ‡ÃƒO CR                ,BN,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058822-0109,1,21.10,21.10,99.00,2088.90,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,ZEISS PROG. SMARTLIFE ESSENTIA,LG,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058822-0109,1,2088.00,2088.00,1.04,22.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,ZEISS PROG. SMARTLIFE ESSENTIA,LG,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058822-0109,1,21.10,21.10,99.00,2088.90,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,ZEISS PROG. SMARTLIFE ESSENTIA,LG,LENTES OFTALMICAS
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058822-0109,1,2034.00,2034.00,10.00,226.00,MARCOLIN DO BRASIL COMERCIO DE PRODUTOS ,TOM FORD                      ,AR,ARMAÇÃO
0102,01329476000214,MITANI IBIRAPUERA   ,20220706,2022,7,6,0058824-0102,1,125.54,125.54,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY MOIST            ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220706,2022,7,6,0058824-0102,1,125.54,125.54,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY MOIST            ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220706,2022,7,6,0058824-0102,1,125.53,125.53,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY MOIST            ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220706,2022,7,6,0058824-0102,1,125.54,125.54,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY MOIST            ,LC,LENTES DE CONTATO
0104,01329476000486,MITANI ELDORADO     ,20220705,2022,7,5,0058825-0104,1,4019.40,4019.40,1.00,40.60,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,ZEISS PROG. SMARTLIFE SUPERB  ,LG,LENTES OFTALMICAS
0104,01329476000486,MITANI ELDORADO     ,20220705,2022,7,5,0058825-0104,1,40.60,40.60,99.00,4019.40,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,ZEISS PROG. SMARTLIFE SUPERB  ,LG,LENTES OFTALMICAS
0104,01329476000486,MITANI ELDORADO     ,20220705,2022,7,5,0058825-0104,1,4019.40,4019.40,1.00,40.60,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,ZEISS PROG. SMARTLIFE SUPERB  ,LG,LENTES OFTALMICAS
0104,01329476000486,MITANI ELDORADO     ,20220705,2022,7,5,0058825-0104,1,105.00,105.00,0.00,0.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,COLORAÃ‡ÃƒO CR                ,BN,LENTES OFTALMICAS
0104,01329476000486,MITANI ELDORADO     ,20220705,2022,7,5,0058825-0104,1,105.00,105.00,0.00,0.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,COLORAÃ‡ÃƒO CR                ,BN,LENTES OFTALMICAS
0104,01329476000486,MITANI ELDORADO     ,20220705,2022,7,5,0058825-0104,1,40.60,40.60,99.00,4019.40,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,ZEISS PROG. SMARTLIFE SUPERB  ,LG,LENTES OFTALMICAS
0110,01329476001024,MITANI AUGUSTA      ,20220705,2022,7,5,0058826-0110,1,165.00,165.00,25.00,55.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0110,01329476001024,MITANI AUGUSTA      ,20220705,2022,7,5,0058826-0110,1,165.00,165.00,25.00,55.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0110,01329476001024,MITANI AUGUSTA      ,20220705,2022,7,5,0058826-0110,1,165.00,165.00,25.00,55.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0110,01329476001024,MITANI AUGUSTA      ,20220705,2022,7,5,0058826-0110,1,165.00,165.00,25.00,55.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058828-0102,1,225.00,225.00,0.00,0.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0105,01329476000567,MITANI MORUMBI      ,20220705,2022,7,5,0058833-0105,1,168.75,168.75,25.00,56.25,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0105,01329476000567,MITANI MORUMBI      ,20220705,2022,7,5,0058833-0105,1,168.75,168.75,25.00,56.25,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0105,01329476000567,MITANI MORUMBI      ,20220705,2022,7,5,0058833-0105,1,168.75,168.75,25.00,56.25,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0105,01329476000567,MITANI MORUMBI      ,20220705,2022,7,5,0058833-0105,1,168.75,168.75,25.00,56.25,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0106,01329476000648,MITANI E-COMMERCE   ,20220705,2022,7,5,0058834-0106,1,186.00,186.00,0.00,0.00,SOLOTICA DISTR. DE PRODUTOS OPTICOS LTDA,SOLFLEX SOLFLEX CL            ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058836-0102,1,3.50,3.50,99.00,346.50,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS CLEARVIEW   ,LG,LENTES OFTALMICAS
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058836-0102,1,346.50,346.50,1.00,3.50,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS CLEARVIEW   ,LG,LENTES OFTALMICAS
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058836-0102,1,1529.00,1529.00,15.20,274.00,LUXOTTICA BRASIL PRODUTOS OTICOS E ESPOR,GIORGIO ARMANI                ,AR,ARMAÇÃO
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058836-0102,1,346.50,346.50,1.00,3.50,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS CLEARVIEW   ,LG,LENTES OFTALMICAS
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058836-0102,1,3.50,3.50,99.00,346.50,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS CLEARVIEW   ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058837-0108,1,243.75,243.75,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY MOIST MULTIFOCAL ,LC,LENTES DE CONTATO
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058837-0108,1,243.75,243.75,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY MOIST MULTIFOCAL ,LC,LENTES DE CONTATO
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058837-0108,1,243.75,243.75,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY MOIST MULTIFOCAL ,LC,LENTES DE CONTATO
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058837-0108,1,243.75,243.75,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY MOIST MULTIFOCAL ,LC,LENTES DE CONTATO
0104,01329476000486,MITANI ELDORADO     ,20220705,2022,7,5,0058838-0104,1,310.00,310.00,0.00,0.00,RENOVATE COMERCIO DE MATERIAIS E PRODUTO,V.S PRONTAS OPTVIEW           ,LG,LENTES OFTALMICAS
0104,01329476000486,MITANI ELDORADO     ,20220705,2022,7,5,0058838-0104,1,848.20,848.20,6.59,59.80,WILVALE DE RIGO S.A                     ,FURLA                         ,AR,ARMAÇÃO
0104,01329476000486,MITANI ELDORADO     ,20220705,2022,7,5,0058838-0104,1,310.00,310.00,0.00,0.00,RENOVATE COMERCIO DE MATERIAIS E PRODUTO,V.S PRONTAS OPTVIEW           ,LG,LENTES OFTALMICAS
0101,01329476000133,O.STILO             ,20220705,2022,7,5,0058839-0101,1,195.00,195.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY OASYS            ,LC,LENTES DE CONTATO
0101,01329476000133,O.STILO             ,20220705,2022,7,5,0058839-0101,1,195.00,195.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY OASYS            ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058841-0102,1,195.00,195.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY OASYS            ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058841-0102,1,195.00,195.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY OASYS            ,LC,LENTES DE CONTATO
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058842-0108,1,168.75,168.75,0.00,0.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058842-0108,1,168.75,168.75,0.00,0.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058842-0108,1,168.75,168.75,0.00,0.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058842-0108,1,168.75,168.75,0.00,0.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0104,01329476000486,MITANI ELDORADO     ,20220706,2022,7,6,0058843-0104,1,234.00,234.00,0.00,0.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY TORIC               ,LC,LENTES DE CONTATO
0104,01329476000486,MITANI ELDORADO     ,20220706,2022,7,6,0058843-0104,1,234.00,234.00,0.00,0.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY TORIC               ,LC,LENTES DE CONTATO
0104,01329476000486,MITANI ELDORADO     ,20220706,2022,7,6,0058843-0104,1,234.00,234.00,0.00,0.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY TORIC               ,LC,LENTES DE CONTATO
0104,01329476000486,MITANI ELDORADO     ,20220706,2022,7,6,0058843-0104,1,234.00,234.00,0.00,0.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY TORIC               ,LC,LENTES DE CONTATO
0104,01329476000486,MITANI ELDORADO     ,20220706,2022,7,6,0058844-0104,1,103.00,103.00,10.04,11.50,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS             ,LG,LENTES OFTALMICAS
0104,01329476000486,MITANI ELDORADO     ,20220706,2022,7,6,0058844-0104,1,1458.00,1458.00,10.00,162.00,LUXOTTICA BRASIL PRODUTOS OTICOS E ESPOR,PRADA                         ,AR,ARMAÇÃO
0104,01329476000486,MITANI ELDORADO     ,20220706,2022,7,6,0058844-0104,1,103.00,103.00,10.04,11.50,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S PRONTAS ZEISS             ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058847-0108,1,300.00,159.00,0.00,0.00,SOLOTICA DISTR. DE PRODUTOS OPTICOS LTDA,NATURAL COLORS CONJUNTO NATURA,LC,LENTES DE CONTATO
0108,01329476000800,MITANI PAULISTA     ,20220705,2022,7,5,0058847-0108,1,300.00,159.00,0.00,0.00,SOLOTICA DISTR. DE PRODUTOS OPTICOS LTDA,NATURAL COLORS CONJUNTO NATURA,LC,LENTES DE CONTATO
0109,01329476000990,MITANI C NORTE      ,20220705,2022,7,5,0058850-0109,1,240.00,240.00,0.00,0.00,ALCON BRASIL CUIDADOS COM A SAUDE LTDA  ,AIR OPTIX PLUS HYDRAGLYDE     ,LC,LENTES DE CONTATO
0107,01329476000729,MITANI A FRANCO     ,20220705,2022,7,5,0058854-0107,1,770.00,770.00,9.20,78.00,WILVALE DE RIGO S.A                     ,POLICE                        ,OC,SOLAR
