REGI√O,ESTADO,DESTINAT¡RIO,ORIGEM,FORNECEDOR,MEDICAMENTO,APRESENTA«√O,QUANTIDADE,PEDIDO SISMAT,Pauta,STATUS,DATA DE ENTREGA,OBSERVA«√O,
CENTRO-OESTE,GOI¡S,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,550,336918,20,Entrega realizada,12/22/2020,,
SUL,SANTA CATARINA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,14825,336925,20,Entrega realizada,12/21/2020,,
NORTE,ACRE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,425,336913,20,Entrega realizada,12/21/2020,,
NORTE,ACRE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,3850,336932,20,Entrega realizada,12/22/2020,,
NORTE,RORAIMA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,2075,336927,20,Entrega realizada,12/21/2020,,
NORTE,TOCANTINS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,4350,336933,20,Entrega realizada,12/21/2020,,
NORTE,ROND‘NIA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,7375,336935,20,Entrega realizada,12/19/2020,,
NORDESTE,MARANH√O,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,17750,336928,20,Entrega realizada,12/21/2020,,
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,7944,336926,20,Entrega realizada,12/21/2020,,
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,3000,338712,21,Entrega realizada,1/14/2021,,
NORTE,AMAZONAS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",3000,338712,21,Entrega realizada,1/14/2021,,
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,-,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,10000,338713,21,Entrega realizada,1/14/2021,,
NORTE,AMAZONAS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,16000,338713,21,Entrega realizada,1/14/2021,,
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,7500,338713,21,Entrega realizada,1/14/2021,,
NORTE,AMAZONAS,SES,REQUISI«√O ADMINISTRATIVA,BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,1000,338713,21,Entrega realizada,1/14/2021,,
SUDESTE,RIO DE JANEIRO,SES,DEVOLU«√O EMPR…STIMO UNIMED,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2500,339045,-,Entrega realizada,1/25/2021,,
SUDESTE,RIO DE JANEIRO,SES,DEVOLU«√O EMPR…STIMO UNIMED,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,5000,339045,-,Entrega realizada,1/25/2021,,
SUDESTE,RIO DE JANEIRO,SES,DEVOLU«√O EMPR…STIMO UNIMED,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,10000,339045,-,Entrega realizada,1/25/2021,,
SUDESTE,RIO DE JANEIRO,SES,DEVOLU«√O EMPR…STIMO UNIMED,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,1500,339045,-,Entrega realizada,1/25/2021,,
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,-,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,11500,339954,22,Entrega realizada,1/28/2021,,
NORTE,AMAZONAS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,25000,339954,22,Entrega realizada,1/28/2021,,
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,10000,339954,22,Entrega realizada,1/28/2021,,
NORTE,AMAZONAS,SES,REQUISI«√O ADMINISTRATIVA,BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,900,339954,22,Entrega realizada,1/28/2021,,
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE RENAUDIN,"NOREPINEFRINA, HEMITARTARATO 2 MG/ML",AMPOLA 4 mL,35000,339954,22,Entrega realizada,1/28/2021,,
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,1500,339955,22,Entrega realizada,1/28/2021,,
NORTE,AMAZONAS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",6000,339955,22,Entrega realizada,1/28/2021,,
NORTE,AMAZONAS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,3000,339955,22,Entrega realizada,1/28/2021,,
NORTE,ROND‘NIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,-,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,9190,340177,23,Entrega realizada,1/31/2021,,
NORTE,AMAZONAS,SES,REQUISI«√O ADMINISTRATIVA,BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,957,340510,24,Entrega realizada,2/4/2021,,
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,3270,340511,24,Entrega realizada,2/4/2021,,
NORTE,AMAZONAS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",8150,340511,24,Entrega realizada,2/4/2021,,
NORTE,ROND‘NIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,-,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,10050,340512,24,Entrega realizada,2/8/2021,,
NORTE,ROND‘NIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,41100,340512,24,Entrega realizada,2/8/2021,,
NORTE,AMAZONAS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",5325,341770,25,Entrega realizada,2/14/2021,,
SUDESTE,RIO DE JANEIRO,SES,DEVOLU«√O EMPR…STIMO UNIMED,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,"CETAMINA, CLORIDRATO 50 MG/ML",FRASCO-AMPOLA 10 mL,200,342875,-,Entrega realizada,2/26/2021,,
NORTE,ACRE,SES,REQUISI«√O ADMINISTRATIVA,BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,740,343077,26,Entrega realizada,2/27/2021,,
NORTE,ACRE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,23275,343077,26,Entrega realizada,2/27/2021,,
NORTE,ACRE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE RENAUDIN,"NOREPINEFRINA, HEMITARTARATO 2 MG/ML",AMPOLA 4 mL,14040,343077,26,Entrega realizada,2/27/2021,,
NORTE,ACRE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",1300,343078,26,Entrega realizada,2/27/2021,,
NORTE,ACRE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,1850,343078,26,Entrega realizada,2/27/2021,,
NORTE,ACRE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2680,343078,26,Entrega realizada,2/27/2021,,
NORDESTE,MARANH√O,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2080,343342,27,Entrega realizada,2/28/2021,,
SUL,PARAN¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,33630,343368,27,Entrega realizada,2/28/2021,,
NORTE,RORAIMA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,130,343345,27,Entrega realizada,3/2/2021,,
NORTE,TOCANTINS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,800,343346,27,Entrega realizada,3/2/2021,,
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2290,343202,27,Entrega realizada,3/1/2021,,
SUL,SANTA CATARINA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",21300,343789,28,Entrega realizada,3/4/2021,,
SUL,SANTA CATARINA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,20200,343789,28,Entrega realizada,3/4/2021,,
NORTE,RORAIMA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,-,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,5200,344037,29,Entrega realizada,3/5/2021,,
NORTE,RORAIMA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,12750,344037,29,Entrega realizada,3/5/2021,,
NORTE,ROND‘NIA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,20000,344035,29,Entrega realizada,3/5/2021,,
NORTE,ROND‘NIA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",8000,344034,29,Entrega realizada,3/5/2021,,
NORTE,ROND‘NIA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,7650,344034,29,Entrega realizada,3/5/2021,,
NORTE,ACRE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",2125,344648,30,Entrega realizada,3/13/2021,,
NORDESTE,ALAGOAS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",3075,344649,30,Entrega realizada,3/13/2021,,
NORTE,AMAZONAS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",7775,344651,30,Entrega realizada,3/13/2021,,
NORTE,AMAP¡,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",100,344652,30,Entrega realizada,3/15/2021,,
NORDESTE,BAHIA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",8350,344654,30,Entrega realizada,3/13/2021,,
NORDESTE,CEAR¡,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",1975,344656,30,Entrega realizada,3/13/2021,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",4600,344659,30,Entrega realizada,3/13/2021,,
SUDESTE,ESPÕRITO SANTO,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",1775,344662,30,Entrega realizada,3/13/2021,,
CENTRO-OESTE,GOI¡S,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",1350,344665,30,Entrega realizada,3/13/2021,,
NORDESTE,MARANH√O,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",2650,344667,30,Entrega realizada,3/13/2021,,
SUDESTE,MINAS GERAIS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",4225,344669,30,Entrega realizada,3/13/2021,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",925,344671,30,Entrega realizada,3/13/2021,,
CENTRO-OESTE,MATO GROSSO,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",4175,344672,30,Entrega realizada,3/13/2021,,
NORTE,PAR¡,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",950,344675,30,Entrega realizada,3/13/2021,,
NORDESTE,PARAÕBA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",1700,344677,30,Entrega realizada,3/13/2021,,
NORDESTE,PERNAMBUCO,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",2800,344678,30,Entrega realizada,3/13/2021,,
NORDESTE,PIAUÕ,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",16375,344680,30,Entrega realizada,3/13/2021,,
SUL,PARAN¡,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",2325,344682,30,Entrega realizada,3/13/2021,,
SUDESTE,RIO DE JANEIRO,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",31525,344684,30,Entrega realizada,3/13/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",4625,344685,30,Entrega realizada,3/13/2021,,
NORTE,ROND‘NIA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",13500,344686,30,Entrega realizada,3/13/2021,,
NORTE,RORAIMA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",125,344688,30,Entrega realizada,3/14/2021,,
SUL,RIO GRANDE DO SUL,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",2800,344691,30,Entrega realizada,3/13/2021,,
SUL,SANTA CATARINA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",47375,344692,30,Entrega realizada,3/13/2021,,
NORDESTE,SERGIPE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",4525,344693,30,Entrega realizada,3/13/2021,,
SUDESTE,S√O PAULO,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",23475,344695,30,Entrega realizada,3/13/2021,,
NORTE,TOCANTINS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",400,344697,30,Entrega realizada,3/13/2021,,
NORTE,ACRE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,1600,344648,30,Entrega realizada,3/13/2021,,
NORDESTE,ALAGOAS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,2300,344649,30,Entrega realizada,3/13/2021,,
NORTE,AMAZONAS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,5825,344651,30,Entrega realizada,3/13/2021,,
NORTE,AMAP¡,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,75,344652,30,Entrega realizada,3/15/2021,,
NORDESTE,BAHIA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,6275,344654,30,Entrega realizada,3/13/2021,,
NORDESTE,CEAR¡,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,1475,344656,30,Entrega realizada,3/13/2021,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,3450,344659,30,Entrega realizada,3/13/2021,,
SUDESTE,ESPÕRITO SANTO,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,1325,344662,30,Entrega realizada,3/13/2021,,
CENTRO-OESTE,GOI¡S,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,1025,344665,30,Entrega realizada,3/13/2021,,
NORDESTE,MARANH√O,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,2000,344667,30,Entrega realizada,3/13/2021,,
SUDESTE,MINAS GERAIS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,3175,344669,30,Entrega realizada,3/13/2021,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,700,344671,30,Entrega realizada,3/13/2021,,
CENTRO-OESTE,MATO GROSSO,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,3125,344672,30,Entrega realizada,3/13/2021,,
NORTE,PAR¡,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,725,344675,30,Entrega realizada,3/13/2021,,
NORDESTE,PARAÕBA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,1275,344677,30,Entrega realizada,3/13/2021,,
NORDESTE,PERNAMBUCO,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,2100,344678,30,Entrega realizada,3/13/2021,,
NORDESTE,PIAUÕ,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,12275,344680,30,Entrega realizada,3/13/2021,,
