REGIÃO,ESTADO,DESTINATÁRIO,ORIGEM,FORNECEDOR,MEDICAMENTO,APRESENTAÇÃO,QUANTIDADE,PEDIDO SISMAT,STATUS,DATA DE ENTREGA
SUDESTE,RIO DE JANEIRO,SES,DEVOLUÇÃO EMPRÉSTIMO UNIMED,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ROCURÔNIO,,,,,
SUDESTE,RIO DE JANEIRO,SES,DEVOLUÇÃO EMPRÉSTIMO UNIMED,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,MIDAZOLAM 5 MG/ML,,,,,
SUDESTE,RIO DE JANEIRO,SES,DEVOLUÇÃO EMPRÉSTIMO UNIMED,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,MORFINA,,,,,
SUDESTE,RIO DE JANEIRO,SES,DEVOLUÇÃO EMPRÉSTIMO UNIMED,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,AMAZONAS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,-,MIDAZOLAM 5 MG/ML,,,,,
NORTE,AMAZONAS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,AMAZONAS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORTE,AMAZONAS,SES,REQUISIÇÃO ADMINISTRATIVA,BLAU FARMACÊUTICA S/A,SUXAMETÔNIO,,,,,
NORTE,AMAZONAS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE RENAUDIN,NOREPINEFRINA,,,,,
NORTE,AMAZONAS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,ROCURÔNIO,,,,,
NORTE,AMAZONAS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,AMAZONAS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,RONDÔNIA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,-,MIDAZOLAM 5 MG/ML,,,,,
NORTE,AMAZONAS,SES,REQUISIÇÃO ADMINISTRATIVA,BLAU FARMACÊUTICA S/A,SUXAMETÔNIO,,,,,
NORTE,AMAZONAS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,ROCURÔNIO,,,,,
NORTE,AMAZONAS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,RONDÔNIA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,-,MIDAZOLAM 5 MG/ML,,,,,
NORTE,RONDÔNIA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORTE,AMAZONAS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,RIO DE JANEIRO,SES,DEVOLUÇÃO EMPRÉSTIMO UNIMED,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,CETAMINA,,,,,
NORTE,ACRE,SES,REQUISIÇÃO ADMINISTRATIVA,BLAU FARMACÊUTICA S/A,SUXAMETÔNIO,,,,,
NORTE,ACRE,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,ACRE,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE RENAUDIN,NOREPINEFRINA,,,,,
NORTE,ACRE,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,ACRE,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,ACRE,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,ROCURÔNIO,,,,,
NORDESTE,MARANHÃO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,ROCURÔNIO,,,,,
SUL,PARANÁ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,ROCURÔNIO,,,,,
NORTE,RORAIMA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,ROCURÔNIO,,,,,
NORTE,TOCANTINS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,ROCURÔNIO,,,,,
NORTE,AMAZONAS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,ROCURÔNIO,,,,,
SUL,SANTA CATARINA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,SANTA CATARINA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,RORAIMA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,-,MIDAZOLAM 5 MG/ML,,,,,
NORTE,RORAIMA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,RONDÔNIA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,RONDÔNIA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,RONDÔNIA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,ACRE,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,ALAGOAS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,AMAZONAS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,AMAPÁ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,BAHIA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,CEARÁ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,ESPÍRITO SANTO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,GOIÁS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,MARANHÃO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,MINAS GERAIS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,PARÁ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PARAÍBA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PERNAMBUCO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PIAUÍ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,PARANÁ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,RIO DE JANEIRO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,RONDÔNIA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,RORAIMA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,RIO GRANDE DO SUL,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,SANTA CATARINA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,SERGIPE,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,SÃO PAULO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,TOCANTINS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,ACRE,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,ALAGOAS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,AMAZONAS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,AMAPÁ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,BAHIA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,CEARÁ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,ESPÍRITO SANTO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,GOIÁS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,MARANHÃO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,MINAS GERAIS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,PARÁ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PARAÍBA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PERNAMBUCO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PIAUÍ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,PARANÁ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,RIO DE JANEIRO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,RONDÔNIA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,RORAIMA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,RIO GRANDE DO SUL,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,SANTA CATARINA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,SERGIPE,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,SÃO PAULO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,TOCANTINS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,ACRE,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORDESTE,ALAGOAS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORTE,AMAZONAS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORTE,AMAPÁ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORDESTE,BAHIA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORDESTE,CEARÁ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
SUDESTE,ESPÍRITO SANTO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
CENTRO-OESTE,GOIÁS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORDESTE,MARANHÃO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
SUDESTE,MINAS GERAIS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
CENTRO-OESTE,MATO GROSSO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORTE,PARÁ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORDESTE,PARAÍBA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORDESTE,PERNAMBUCO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORDESTE,PIAUÍ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
SUL,PARANÁ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
SUDESTE,RIO DE JANEIRO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORTE,RONDÔNIA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORTE,RORAIMA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
SUL,RIO GRANDE DO SUL,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
SUL,SANTA CATARINA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORDESTE,SERGIPE,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
SUDESTE,SÃO PAULO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORTE,TOCANTINS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORTE,AMAZONAS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,BAHIA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,MARANHÃO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PIAUÍ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,RIO DE JANEIRO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,RONDÔNIA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,RORAIMA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,SERGIPE,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,ALAGOAS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,ROCURÔNIO,,,,,
NORDESTE,CEARÁ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,ROCURÔNIO,,,,,
NORDESTE,MARANHÃO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,ROCURÔNIO,,,,,
NORTE,TOCANTINS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,ROCURÔNIO,,,,,
NORTE,ACRE,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,MARANHÃO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,PIAUÍ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,RORAIMA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,TOCANTINS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,ALAGOAS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,-,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,PIAUÍ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,-,MIDAZOLAM 5 MG/ML,,,,,
NORTE,TOCANTINS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,-,MIDAZOLAM 5 MG/ML,,,,,
NORTE,ACRE,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
NORDESTE,ALAGOAS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
NORTE,AMAZONAS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
NORDESTE,BAHIA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
NORDESTE,CEARÁ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
SUDESTE,ESPÍRITO SANTO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
CENTRO-OESTE,GOIÁS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
NORDESTE,MARANHÃO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
SUDESTE,MINAS GERAIS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
CENTRO-OESTE,MATO GROSSO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
