Inadimplencia,Valor,Motivo,Trabalho,Negados,Idade,Genero
0,12700,1,2,0,13,1
0,12700,2,2,0,10,0
0,12700,1,1,0,2,0
0,12700,1,3,0,72,1
0,12700,1,1,1,14,0
0,12700,1,2,1,34,1
0,12700,,2,0,15,0
0,12700,2,2,0,21,0
0,12700,2,2,0,25,0
0,12700,2,3,0,38,0
0,12700,1,2,0,1,0
0,12700,1,1,0,19,0
0,12700,,2,1,34,0
0,12700,1,1,0,12,1
0,12700,1,3,1,18,1
0,12700,1,2,0,12,0
0,12700,2,0,1,21,0
0,12700,1,1,0,1,0
0,12700,2,2,0,13,0
0,12800,1,1,0,1,0
0,12800,1,3,0,16,0
0,12800,2,2,0,1,1
0,12800,2,2,0,17,1
0,12800,2,2,0,24,1
0,12800,2,1,1,19,1
1,12800,2,3,0,16,0
0,12800,1,2,1,19,0
0,12800,1,3,0,20,0
0,12800,2,1,,,0
0,12800,1,2,,,0
0,12800,1,2,0,22,0
1,12800,1,3,0,13,0
1,12800,,2,1,80,0
0,12800,,2,,15,0
0,12800,2,2,0,26,1
1,12800,1,2,,,0
1,12800,1,2,0,203.9,1
0,12800,1,2,0,14,0
0,12800,1,2,0,13,0
0,12800,2,2,0,2,0
0,12800,1,1,0,18,0
0,12800,1,3,1,12,1
1,12800,1,1,3,11,0
0,12800,2,3,0,17,1
0,12800,1,3,0,1,1
0,12800,2,2,0,15,1
0,12800,1,2,0,12,0
0,12800,1,1,2,14,0
0,12800,2,2,0,79,0
0,12800,2,2,0,93,0
0,12800,1,2,0,15,0
0,12800,1,1,0,16,1
0,12900,1,1,0,20,0
1,12900,2,1,1,20,0
0,12900,1,3,0,24,1
0,12900,2,2,0,2,0
0,12900,1,2,0,11,1
0,12900,1,3,,11,0
0,12900,,2,2,20,0
0,12900,1,2,0,17,0
1,12900,2,2,0,29,0
0,12900,1,1,0,1,0
0,12900,1,2,0,13,0
0,12900,1,2,0,23,0
0,12900,2,2,0,65,1
0,12900,2,2,0,14,0
0,12900,2,2,,18,0
0,12900,2,2,0,14,0
0,12900,2,3,0,11,0
1,12900,2,1,0,77,1
0,12900,1,2,0,11,1
0,12900,1,2,0,55,0
0,12900,2,2,0,2,1
1,12900,1,2,0,22,0
0,12900,2,3,0,16,1
0,12900,2,3,0,22,0
0,12900,2,2,0,18,0
0,12900,1,2,0,16,0
0,12900,1,2,2,16,0
0,12900,1,2,2,40,0
0,12900,1,2,0,1,0
0,12900,1,1,0,17,0
0,12900,2,2,3,17,0
0,12900,1,2,0,22,0
0,12900,2,2,2,17,1
0,12900,1,3,0,13,0
1,13000,2,2,0,109.4,0
0,13000,1,2,0,35,0
0,13000,2,3,1,1,0
0,13000,1,2,0,10,1
0,13000,2,3,0,20,1
0,13000,2,1,0,1,0
0,13000,1,2,0,85,1
0,13000,2,2,0,20,0
1,13000,2,2,0,17,1
0,13000,1,1,0,10,1
0,13000,1,2,0,19,1
0,13000,1,3,0,1,1
0,13000,2,2,0,21,0
0,13000,2,2,3,21,0
0,13000,1,2,0,36,0
0,13000,1,1,0,14,0
0,13000,1,2,0,18,0
0,13000,2,2,2,1,1
0,13000,2,2,0,2,0
1,13000,1,2,0,11,0
1,13000,1,1,3,14,1
1,13000,2,2,1,148.5,0
0,13000,2,1,0,21,1
0,13000,1,0,0,30,0
0,13000,1,3,0,292.1,0
0,13000,2,3,0,26,0
0,13000,2,2,,90,0
0,13000,1,2,1,199.9,0
1,13000,2,2,1,193.8,0
1,13000,2,2,2,66,0
1,13000,1,2,0,13,1
1,13000,1,2,1,21,0
1,13000,2,2,0,13,0
1,13000,1,2,6,10,0
1,13000,1,2,0,,0
1,13000,1,2,2,19,1
1,13000,1,2,2,14,1
1,13000,1,3,2,13,0
1,13000,2,2,0,19,1
0,13000,1,2,0,9,0
0,13000,1,1,0,28,1
0,13000,,2,3,18,0
0,13000,2,1,0,17,0
0,13000,2,2,0,1,0
0,13000,1,2,,,0
0,13000,1,2,0,18,0
0,13000,1,3,0,12,0
0,13000,2,2,0,2,0
0,13000,,2,0,67,0
0,13000,1,2,,,0
0,13100,2,2,0,2,1
0,13100,,2,0,17,0
0,13100,1,2,0,10,0
0,13100,1,2,2,19,0
0,13100,1,2,0,24,0
1,13100,1,3,,,1
0,13100,2,2,0,13,1
0,13100,2,2,0,31,0
1,13100,1,3,0,93.3,1
0,13100,2,2,0,13,0
0,13100,1,2,0,23,1
0,13100,2,3,0,,0
0,13100,2,2,0,17,1
0,13100,2,2,0,14,0
0,13100,1,3,0,25,1
0,13100,,1,0,16,1
0,13100,1,2,2,18,1
1,13100,1,2,0,92.4,1
0,13100,,2,2,18,0
0,13100,1,3,0,71,0
0,13200,2,0,0,19,0
0,13200,1,2,0,,0
0,13200,2,2,0,2,0
0,13200,1,3,0,24,1
0,13200,2,1,0,18,0
0,13200,,2,0,94,0
0,13200,1,2,1,89,1
1,13200,1,2,1,1,0
1,13200,2,3,0,11,1
0,13200,1,2,3,15,1
0,13200,1,2,1,10,1
0,13200,1,2,0,68,1
0,13200,1,3,0,97,0
0,13200,2,2,0,24,0
0,13200,1,1,,,1
0,13200,1,2,0,29,0
0,13200,1,2,1,17,0
1,13300,1,1,1,226.2,1
0,13300,1,3,3,17,1
0,13300,2,2,0,1,0
0,13300,1,2,,,1
0,13300,1,1,0,26,0
0,13300,2,2,0,8,1
1,13300,1,2,2,33,0
1,13300,,1,,1,1
0,13300,,2,,15,1
0,13300,1,3,0,,1
0,13300,1,2,0,91,1
0,13300,1,1,0,32,0
0,13300,1,2,0,15,0
1,13300,,2,0,12,0
0,13300,2,1,0,19,0
0,13300,1,2,0,20,0
0,13300,1,1,,,1
0,13300,2,2,0,11,0
0,13300,1,2,0,23,0
0,13300,2,2,1,1,1
0,13300,1,2,0,21,0
0,13300,2,2,0,77,1
0,13300,2,2,,17,1
0,13300,2,3,0,1,1
0,13300,2,2,0,15,1
0,13300,1,2,0,22,0
0,13300,1,2,0,17,0
1,13300,1,1,0,14,1
0,13300,1,2,0,74,0
0,13300,1,1,0,19,0
0,13400,1,1,0,16,1
1,13400,2,3,0,11,1
0,13400,1,0,1,21,1
0,13400,1,1,0,21,0
0,13400,1,2,0,14,0
0,13400,1,2,0,12,0
1,13400,1,2,2,82,0
0,13400,1,2,0,34,0
0,13400,2,2,0,179,0
1,13400,1,2,0,16,1
0,13400,1,1,3,17,1
0,13400,2,2,0,26,1
0,13400,2,2,0,13,1
0,13400,1,2,0,14,0
0,13400,1,2,0,20,0
0,13400,1,2,0,7,0
1,13400,2,1,2,23,0
0,13400,1,1,0,12,0
0,13400,1,2,0,26,0
0,13400,1,2,,16,0
0,13400,2,2,0,16,0
0,13400,1,1,0,14,0
0,13400,,1,,10,1
0,13400,1,2,1,18,0
0,13500,1,2,0,15,1
0,13500,2,1,2,18,0
0,13500,1,2,0,25,0
0,13500,2,2,0,23,0
0,13500,2,3,0,25,0
0,13500,2,1,0,20,1
0,13500,2,1,0,30,0
0,13500,1,2,,,1
0,13500,,2,0,26,1
0,13500,1,2,,,1
0,13500,2,3,0,21,0
0,13500,1,2,1,98,0
0,13500,1,2,0,13,0
1,13500,1,2,0,145.2,0
1,13500,1,3,0,25,0
0,13500,2,2,0,27,1
0,13500,1,1,0,15,0
1,13500,1,2,2,105.5,0
1,13500,1,2,4,127.8,1
1,13500,1,1,1,238.4,0
1,13500,1,2,4,22,1
0,13500,1,3,0,17,0
0,13500,1,2,0,29,0
0,13500,2,2,0,14,0
0,13500,1,1,0,20,0
0,13500,1,2,0,26,0
0,13500,1,2,0,18,0
0,13500,1,1,1,34,0
0,13500,1,2,1,18,1
0,13600,1,3,0,20,0
0,13600,1,2,0,23,0
0,13600,2,2,0,11,0
0,13600,1,2,0,1,0
0,13600,1,3,,10,1
0,13600,1,3,0,,1
0,13600,1,2,2,18,0
0,13600,2,3,0,26,1
0,13600,1,2,2,14,0
0,13600,,2,2,19,1
0,13600,2,1,0,24,0
0,13600,2,2,2,39,0
0,13600,1,2,1,1,0
0,13600,2,0,0,12,0
0,13600,2,2,0,19,0
1,13600,1,1,1,230.3,0
1,13600,1,2,0,,0
0,13600,1,2,0,20,0
0,13600,1,2,1,26,0
0,13600,2,1,0,14,1
0,13600,1,1,0,36,0
0,13600,1,2,1,19,0
0,13600,2,1,0,17,0
0,13600,1,0,0,11,0
0,13600,2,2,0,25,1
0,13600,1,2,0,30,1
0,13600,2,1,0,25,0
0,13700,1,1,1,26,1
0,13700,1,2,2,18,0
0,13700,1,1,0,14,1
0,13700,1,1,,,1
0,13700,1,2,0,17,1
1,13700,2,1,3,18,1
0,13700,2,3,0,20,0
0,13700,1,2,0,66,0
0,13700,2,3,0,21,0
1,13700,1,2,0,16,0
0,13700,1,2,0,2,0
0,13700,2,1,0,73,1
0,13700,1,2,0,15,0
0,13700,1,2,0,10,0
1,13700,1,2,1,10,1
0,13700,2,2,3,18,0
0,13700,2,3,0,13,1
0,13700,1,2,0,13,0
0,13700,1,3,0,17,0
0,13700,1,1,0,75,0
0,13700,2,2,0,65,0
0,13700,1,3,0,18,0
0,13700,1,1,0,27,0
0,13700,1,2,2,15,0
0,13700,2,2,0,30,1
0,13700,1,1,1,17,0
0,13700,1,2,0,17,0
0,13700,2,1,0,19,0
0,13700,2,2,0,25,0
0,13700,2,3,2,34,1
0,13700,1,1,0,10,1
0,13800,1,1,,16,0
0,13800,2,2,0,22,1
0,13800,1,0,2,15,0
0,13800,1,1,0,18,1
0,13800,2,2,0,73,0
0,13800,1,2,0,29,0
1,13800,2,2,0,91,0
0,13800,1,3,0,10,0
0,13800,1,2,0,76,0
0,13800,1,2,0,30,0
0,13800,1,1,0,25,0
0,13800,1,2,0,31,0
0,13800,2,3,0,10,0
0,13800,1,2,0,68,1
0,13800,2,2,0,23,0
1,13800,2,2,3,111.6,0
0,13800,1,3,0,21,0
0,13800,2,2,0,29,0
0,13800,1,2,0,13,1
1,13800,1,0,3,12,1
0,13800,1,2,,17,0
0,13900,1,2,,,1
1,13900,1,2,2,13,0
1,13900,1,2,2,20,1
0,13900,2,2,0,23,0
0,13900,1,2,0,1,1
0,13900,1,2,0,14,0
0,13900,2,2,0,83,1
1,13900,1,3,1,17,1
0,13900,1,3,0,28,1
0,13900,2,2,0,23,1
0,13900,1,2,0,18,0
0,13900,2,2,1,19,0
0,13900,2,3,0,15,0
0,13900,1,1,0,120.7,0
0,13900,1,2,0,71,0
0,13900,1,3,0,2,1
0,13900,1,2,2,18,0
1,13900,1,2,6,11,0
0,13900,2,1,0,21,1
0,13900,2,2,0,24,0
1,13900,2,2,0,90,1
0,13900,1,3,0,69,1
0,13900,1,2,1,34,1
1,13900,1,2,0,,1
1,13900,1,3,0,27,0
0,13900,1,1,0,14,0
0,13900,2,3,0,23,1
0,13900,1,2,0,18,0
0,13900,1,3,0,23,0
0,13900,1,2,0,15,1
0,13900,2,3,,,1
0,13900,1,2,,9,0
0,13900,1,2,0,25,1
0,13900,1,1,0,25,0
0,14000,1,2,0,25,1
0,14000,1,2,0,18,0
1,14000,1,2,0,34,1
0,14000,1,1,,,1
0,14000,,2,0,16,1
0,14000,1,2,0,69,1
0,14000,2,2,0,10,0
0,14000,,2,0,11,0
1,14000,1,3,,,0
1,14000,1,2,,,0
0,14000,,2,,10,0
0,14000,2,3,0,115.6,1
0,14000,1,3,1,11,0
0,14000,1,1,,248.6,0
0,14000,2,2,0,25,1
0,14000,2,2,0,28,0
1,14000,1,1,0,17,1
1,14000,1,2,3,10,1
1,14000,1,3,1,17,1
1,14000,1,2,0,18,1
1,14000,,2,1,14,0
1,14000,,2,3,20,0
0,14000,1,1,0,20,1
0,14000,2,3,0,20,0
0,14000,1,2,0,25,0
0,14000,1,2,1,13,1
0,14000,1,2,0,21,1
0,14000,1,2,0,21,1
1,14000,2,2,7,18,0
0,14100,1,0,0,10,0
0,14100,1,1,0,30,0
0,14100,2,3,0,11,0
1,14100,2,3,0,13,0
0,14100,2,2,0,19,0
0,14100,1,2,0,23,1
1,14100,2,2,0,0,1
0,14100,2,1,0,19,1
0,14100,1,2,0,1,1
0,14100,1,0,2,1,0
0,14100,1,0,0,13,0
0,14100,1,3,0,27,0
0,14100,1,2,,,0
1,14100,1,2,0,1,0
0,14200,2,1,0,17,0
0,14200,1,3,0,12,0
0,14200,1,1,0,76,0
0,14200,2,2,,8,0
0,14200,2,2,0,20,1
0,14200,2,3,0,1,0
1,14200,2,2,1,21,1
0,14200,1,3,0,10,0
0,14200,1,2,0,23,0
0,14200,1,2,0,23,0
1,14200,1,3,0,13,0
1,14200,1,2,,,1
0,14200,1,3,,25,0
0,14200,1,2,,,1
0,14200,1,2,0,13,1
0,14200,1,2,0,12,1
0,14200,1,2,0,13,0
1,14300,1,2,3,62.9,0
0,14300,1,2,0,26,0
0,14300,1,3,0,14,0
0,14300,2,2,0,26,0
0,14300,1,2,0,25,1
0,14300,1,2,0,,0
0,14300,2,1,0,14,0
0,14300,2,2,0,2,1
0,14300,1,2,0,11,0
0,14300,,1,1,33,1
0,14300,1,2,0,103.5,0
1,14300,1,2,0,32,0
0,14300,1,1,0,15,0
0,14300,1,3,0,22,1
0,14300,1,2,0,19,1
0,14300,1,2,0,3,0
0,14300,1,2,,82,0
0,14300,1,2,2,13,0
0,14300,1,1,,,0
0,14300,2,2,0,25,0
0,14300,1,1,0,21,0
0,14300,1,2,0,24,1
0,14300,,2,2,13,1
0,14400,1,2,0,83.2,1
0,14400,1,2,0,26,1
0,14400,1,3,1,28,0
0,14400,2,2,0,16,0
0,14400,1,2,0,,0
0,14400,1,1,0,12,0
0,14400,1,2,0,11,0
0,14400,1,2,0,1,0
0,14400,,3,0,29,0
0,14400,1,2,0,1,0
0,14400,2,2,0,12,0
0,14400,1,1,0,10,1
0,14400,2,2,0,121,0
0,14400,1,3,1,34,1
0,14400,2,2,0,11,0
0,14400,1,1,0,176,0
0,14400,2,2,0,9,0
0,14400,1,2,0,28,0
0,14400,1,2,0,17,1
0,14400,1,2,0,10,0
0,14500,1,2,0,17,1
0,14500,1,2,0,85,1
0,14500,1,1,0,17,1
0,14500,2,2,,89,0
0,14500,1,3,0,16,0
0,14500,1,2,0,12,0
0,14500,1,3,0,23,0
1,14500,1,2,1,22,0
1,14500,2,3,0,17,1
0,14500,2,2,0,178.6,0
1,14500,1,2,2,384.5,0
0,14500,2,2,0,16,1
0,14500,1,2,0,24,0
0,14500,1,1,,,1
0,14500,1,2,,9,0
0,14500,2,2,0,25,0
0,14500,1,2,0,25,0
0,14600,1,2,0,23,0
0,14600,1,2,0,11,0
0,14600,1,2,0,25,0
0,14600,1,2,0,22,0
0,14600,1,1,0,13,1
0,14600,,2,0,10,0
0,14600,2,2,,,0
1,14600,1,1,0,14,0
0,14600,1,2,1,26,0
0,14600,1,1,0,23,1
0,14600,1,2,0,12,1
0,14600,1,2,0,26,0
0,14600,2,2,0,80,1
1,14600,2,2,0,12,0
1,14600,2,2,,93,1
0,14600,2,2,1,34,0
0,14600,1,3,0,31,0
0,14600,1,2,0,18,0
0,14600,1,3,0,16,0
0,14600,1,1,,,0
0,14600,1,2,0,14,0
0,14600,1,2,0,28,0
0,14700,2,2,0,23,0
0,14700,,1,,25,0
0,14700,1,1,1,87,1
0,14700,2,2,0,19,0
0,14700,1,2,0,86,0
1,14700,1,2,0,16,0
1,14700,2,1,0,1,0
0,14700,2,2,,,1
0,14700,1,2,0,302,1
0,14700,1,1,0,18,0
0,14700,1,2,0,22,1
1,14700,,2,1,67,0
0,14700,1,3,0,16,1
0,14700,1,2,0,71,1
0,14700,1,2,0,12,1
0,14700,,2,0,76,1
0,14700,2,2,0,10,0
0,14700,2,1,0,24,0
0,14700,2,2,1,27,0
0,14700,2,1,0,78,0
1,14700,1,2,0,87,0
0,14700,1,2,,,1
0,14700,2,3,1,14,0
0,14700,1,2,0,27,0
0,14800,1,2,0,88,1
0,14800,,2,0,32,0
0,14800,1,2,1,94,1
0,14800,1,2,0,18,0
0,14800,1,1,0,24,0
0,14800,1,2,0,19,0
1,14800,1,3,,,0
0,14800,1,1,0,24,0
1,14800,1,1,4,18,0
0,14800,1,2,,339.7,0
0,14800,2,2,3,51,1
0,14800,1,2,0,10,0
0,14800,2,2,0,16,0
0,14800,1,1,0,12,0
0,14800,2,2,0,24,0
0,14800,1,1,0,26,1
0,14800,2,2,1,11,1
0,14800,1,1,0,12,0
0,14800,1,3,0,30,1
0,14800,1,2,0,32,0
0,14800,1,2,0,91,1
0,14800,1,1,0,81,0
0,14900,1,1,0,12,0
0,14900,1,2,0,13,0
0,14900,1,1,0,24,0
1,14900,1,2,0,12,0
1,14900,1,1,1,12,0
0,14900,2,1,2,17,0
0,14900,1,3,0,12,0
0,14900,1,1,0,17,0
0,14900,2,2,0,27,1
0,14900,2,1,1,15,0
0,14900,1,2,0,31,0
0,14900,2,2,0,19,0
1,14900,2,2,0,10,0
0,14900,1,2,0,28,1
0,14900,2,1,0,91,1
0,14900,1,3,0,15,0
0,14900,1,2,0,10,1
0,14900,2,2,0,13,0
0,14900,1,3,0,11,1
0,14900,1,2,0,15,0
0,14900,2,2,0,2,1
0,14900,2,2,0,27,0
0,14900,2,2,0,11,1
1,14900,1,1,2,20,1
0,14900,1,2,0,11,1
0,14900,1,2,0,83,1
0,14900,1,2,,,0
0,14900,1,3,0,23,0
0,14900,1,3,0,23,0
1,15000,1,2,,,0
0,15000,1,2,0,18,0
0,15000,1,1,0,30,1
0,15000,1,2,1,15,0
1,15000,1,2,0,110,0
1,15000,1,2,0,13,1
1,15000,1,2,0,10,0
1,15000,1,2,0,135.3,1
1,15000,2,2,0,14.6,1
1,15000,2,2,1,62.3,1
1,15000,2,2,0,12,1
1,15000,1,2,3,10,0
1,15000,2,1,0,17,0
1,15000,2,2,0,24,1
1,15000,1,2,1,55,0
1,15000,1,2,0,63.7,0
1,15000,1,2,0,26,1
1,15000,1,1,0,20,1
1,15000,1,2,1,120.6,0
1,15000,1,2,0,66,1
1,15000,2,2,4,97,0
1,15000,1,2,0,171.3,1
1,15000,2,2,1,91,0
1,15000,2,0,2,13,1
1,15000,2,1,0,75.4,1
1,15000,1,3,,,1
1,15000,1,2,0,170.7,1
1,15000,2,3,1,18,0
1,15000,1,2,1,9.1,0
1,15000,1,2,1,20,0
1,15000,1,2,5,275.5,0
1,15000,1,2,0,11,0
1,15000,1,1,0,11,1
1,15000,1,3,,,0
0,15000,1,1,0,322.6,0
0,15000,1,2,0,32,1
0,15000,1,3,0,13,0
0,15000,1,2,0,30,1
0,15000,1,2,0,238.4,1
0,15000,1,1,0,239.5,1
0,15000,1,2,0,86,1
0,15000,2,2,2,289,0
0,15000,2,2,0,27,1
0,15000,1,2,0,22,1
0,15000,1,2,0,24,0
0,15000,1,2,0,186.7,0
0,15000,1,3,0,120.3,0
0,15000,1,1,0,,0
0,15000,1,3,0,30,0
0,15000,,2,0,181.6,0
0,15000,2,2,0,137,1
0,15000,,2,3,142,1
0,15000,1,2,0,28,1
0,15000,1,1,0,13,1
0,15000,1,2,0,24,0
0,15000,2,3,0,147.1,0
0,15000,1,2,0,160.3,0
0,15000,1,1,0,20,0
0,15000,2,3,3,26,0
0,15000,1,2,,11,0
0,15000,1,2,0,247.1,0
0,15000,1,1,0,12,0
0,15000,1,2,0,20,0
0,15000,1,2,0,28,1
0,15000,2,2,0,21,0
1,15000,1,2,5,24,1
1,15000,1,2,4,20,0
1,15000,1,1,0,114.6,0
1,15000,,2,2,105.5,0
1,15000,2,2,1,75,0
1,15000,2,2,2,154.2,1
1,15000,1,2,5,14,0
1,15000,1,2,1,25,1
1,15000,1,2,0,91,1
1,15000,1,1,1,142,1
1,15000,,2,3,11,0
1,15000,1,1,1,10,0
1,15000,2,2,2,20,0
1,15000,1,2,0,26,0
1,15000,1,2,3,10,0
1,15000,1,0,0,111.6,1
1,15000,1,2,3,13,0
1,15000,,3,3,13,0
1,15000,1,1,0,25,1
1,15000,1,2,0,74,0
1,15000,1,2,1,145.1,1
1,15000,1,2,5,73.1,0
1,15000,1,2,5,12,0
1,15000,1,2,3,13,0
1,15000,1,2,6,22,0
1,15000,1,2,0,385.5,0
1,15000,1,2,1,22,0
1,15000,1,1,0,11.7,0
1,15000,1,3,0,18,1
0,15000,2,2,0,13,0
0,15000,2,3,1,19,0
0,15000,1,1,0,34,0
0,15000,1,3,0,13,0
0,15000,2,2,0,98,1
0,15000,1,2,0,82,1
0,15000,1,3,0,,0
0,15000,1,2,0,2,1
0,15000,1,2,0,12,0
0,15000,1,3,2,16,1
0,15000,,2,0,2,0
0,15100,2,1,0,24,0
0,15100,2,1,0,1,0
1,15100,1,2,0,91,0
0,15100,1,1,,35,0
0,15100,1,1,0,81,0
0,15100,1,2,0,80,0
0,15100,1,2,0,18,0
0,15100,1,2,0,11,0
0,15100,1,2,0,86,1
0,15100,1,1,0,14,0
1,15100,1,1,1,12,0
0,15100,1,2,0,,0
0,15100,1,2,0,10,0
1,15100,2,0,0,,1
0,15100,2,3,0,11,1
0,15100,,1,0,12,0
0,15100,1,3,0,27,1
0,15100,,1,0,12,0
0,15100,2,2,0,79,1
0,15100,1,1,0,86,1
0,15100,1,2,0,13,1
0,15100,2,2,0,1,1
0,15100,1,3,0,95,0
0,15100,2,1,,81,0
0,15100,1,2,0,19,0
0,15100,1,1,0,19,0
1,15200,1,2,0,12,0
0,15200,1,2,0,32,1
0,15200,1,2,0,10,0
0,15200,,1,0,12,0
0,15200,1,1,0,14,1
0,15200,1,2,0,19,0
0,15200,1,2,0,25,1
0,15200,2,2,0,13,0
0,15200,2,0,0,29,0
0,15200,1,2,0,26,0
0,15200,1,2,0,91,0
0,15200,2,2,0,,0
1,15200,1,2,0,13,0
0,15200,1,2,0,1,0
0,15200,1,1,0,96,1
0,15200,,3,0,26,0
1,15200,2,2,,90,0
0,15200,1,1,0,27,0
0,15200,1,1,0,27,0
0,15200,1,2,0,12,1
0,15200,1,2,2,17,1
0,15200,1,1,0,10,0
0,15200,1,2,1,27,1
0,15200,1,3,0,15,0
0,15200,2,3,0,15,1
0,15200,1,2,0,19,0
0,15200,2,0,1,33,0
0,15200,1,2,0,24,0
0,15200,2,2,0,30,0
0,15200,,2,0,17,0
0,15200,1,3,3,15,0
0,15200,1,2,,,0
0,15300,1,2,0,15,0
0,15300,1,2,0,21,0
0,15300,2,1,0,3,1
0,15300,1,1,0,11,0
0,15300,1,3,0,30,0
0,15300,,1,2,35,0
0,15300,2,2,0,32,0
0,15300,1,2,0,,1
0,15300,1,2,0,28,1
0,15300,1,2,,,0
0,15300,1,2,0,73,1
0,15300,,3,0,762,0
0,15300,1,2,0,12,1
0,15300,,2,0,12,0
0,15300,1,2,0,95,1
1,15300,1,2,1,182.6,0
1,15300,2,2,1,22,1
0,15300,1,1,0,14,1
0,15300,1,2,0,21,1
0,15300,2,0,0,12,1
0,15300,2,2,0,19,0
0,15300,1,1,0,1,0
0,15300,1,2,0,13,0
0,15300,2,2,2,33,0
0,15300,1,0,0,8,0
0,15300,1,2,0,18,1
0,15300,1,1,0,1,0
0,15300,2,2,0,20,0
1,15300,1,3,0,82,1
0,15300,2,0,0,2,0
1,15300,1,2,0,57,1
0,15400,,1,0,2,1
0,15400,2,2,0,93,1
0,15400,1,2,0,17,1
0,15400,1,2,0,20,0
0,15400,1,2,0,2,0
0,15400,2,2,0,31,1
0,15400,2,2,0,28,0
1,15400,1,3,2,19,0
0,15400,1,2,0,15,1
1,15400,1,2,0,85,1
0,15400,1,2,0,21,0
0,15400,1,2,0,26,1
0,15400,1,1,0,19,0
0,15400,1,3,0,32,1
0,15400,,2,0,25,0
0,15400,1,2,0,17,1
0,15400,1,2,0,13,1
0,15400,2,2,0,81,1
0,15400,1,2,0,22,1
0,15400,1,2,0,12,0
0,15400,1,2,0,10,0
0,15400,1,2,,10,0
0,15400,1,2,0,31,0
0,15400,2,1,0,1,0
0,15400,1,2,0,16,1
1,15500,1,2,0,17,0
0,15500,1,1,0,27,0
0,15500,1,2,0,1,1
0,15500,1,2,0,12,0
0,15500,1,2,0,22,1
0,15500,1,1,0,26,1
0,15500,1,2,1,33,1
0,15500,1,2,0,21,1
0,15500,1,2,1,13,1
0,15500,1,2,2,15,0
0,15500,1,2,0,24,0
0,15500,,2,0,17,0
0,15500,1,2,0,23,0
0,15500,1,1,3,25,0
0,15500,1,2,0,21,0
1,15500,1,2,,,1
1,15500,1,2,2,21,1
1,15500,1,1,4,95.9,1
0,15500,1,2,0,12,1
0,15500,1,2,0,21,0
0,15500,1,2,0,15,0
0,15500,1,2,0,29,0
1,15500,2,2,,,0
0,15500,,2,0,29,0
1,15500,1,2,0,90,0
0,15500,1,2,0,1,0
0,15500,1,2,0,20,0
0,15500,2,1,0,22,0
0,15600,1,1,0,9,1
0,15600,1,2,0,12,0
0,15600,,2,1,27,1
0,15600,1,2,0,18,0
0,15600,,2,0,28,0
0,15600,2,2,0,28,0
0,15600,1,2,0,90,0
0,15600,1,2,0,27,1
0,15600,1,2,0,26,0
0,15600,1,2,0,15,1
0,15600,2,1,0,11,1
0,15600,1,2,0,12,1
0,15600,2,3,0,12,0
1,15600,1,2,3,10,0
1,15600,2,3,0,10,0
0,15600,1,2,0,17,0
0,15600,2,3,0,26,0
0,15600,1,2,1,1,1
1,15600,1,2,2,12,0
0,15600,1,0,0,2,0
1,15700,2,2,5,73,1
0,15700,1,2,0,24,0
0,15700,1,2,0,17,1
0,15700,1,2,0,24,0
0,15700,1,3,0,24,0
0,15700,1,2,0,7,0
0,15700,1,3,0,12,0
0,15700,2,2,2,2,0
0,15700,1,1,0,14,0
0,15700,1,2,0,18,0
1,15700,2,2,2,38,1
0,15700,1,3,0,12,0
0,15700,1,3,0,17,0
0,15700,1,2,,87,0
0,15700,1,1,0,24,0
0,15700,1,2,2,11,1
1,15700,1,2,0,85.2,1
1,15700,1,2,0,,0
0,15700,1,2,0,13,1
0,15700,1,2,0,20,0
0,15700,1,3,0,14,1
0,15700,2,3,0,93,0
0,15700,1,1,,23,0
0,15700,1,2,0,12,0
0,15700,2,1,0,25,0
0,15700,1,1,0,15,0
0,15700,1,2,0,26,0
0,15700,2,1,0,21,0
1,15700,2,2,0,8,0
0,15700,1,2,,,0
0,15800,1,2,1,15,1
0,15800,1,3,0,2,0
0,15800,1,2,0,31,0
0,15800,,3,0,20,0
0,15800,1,2,0,2,0
0,15800,1,3,,85,1
0,15800,1,2,2,14,1
0,15800,1,3,0,31,0
1,15800,2,2,1,28,1
1,15800,1,2,3,19,0
1,15800,1,2,0,13,1
0,15800,2,2,0,23,1
0,15800,1,2,,10,1
0,15800,2,2,0,15,1
1,15800,1,2,0,,0
0,15800,1,1,0,20,0
0,15800,1,1,1,25,0
0,15800,1,2,0,11,0
0,15800,1,2,3,51,0
0,15800,,2,0,32,1
0,15800,1,2,1,12,0
0,15800,2,3,,24,0
0,15800,2,1,1,13,1
0,15800,1,3,0,33,0
0,15800,1,2,0,10,1
1,15800,1,3,0,12,0
0,15800,1,3,0,19,0
1,15800,1,1,3,82,0
0,15800,1,2,0,69,0
0,15900,2,1,1,27,0
0,15900,1,2,0,19,0
0,15900,,2,0,21,0
0,15900,1,2,0,16,1
0,15900,1,3,2,5,0
0,15900,1,1,1,28,0
0,15900,1,2,2,54,0
0,15900,1,0,0,14,0
0,15900,2,2,0,10,1
0,15900,1,2,0,84,1
0,15900,2,3,0,12,0
0,15900,2,2,0,25,1
0,15900,1,3,0,29,0
0,15900,1,1,3,26,1
0,15900,1,1,0,15,0
0,15900,1,1,0,14,0
0,15900,1,2,0,23,0
1,15900,1,2,0,14,0
1,15900,1,2,3,18,0
0,15900,1,2,0,12,0
0,15900,1,2,0,17,0
1,15900,1,1,0,23,0
0,15900,1,2,2,11,0
