Tribunal,Magistrado,MÍs/Ano Ref.,Subsidio ,Direitos Pessoais ,IndenizaÁıes ,Direitos Eventuais ,Total de Rendimentos ,PrevidÍncia P˙blica ,Imposto de Renda ,Descontos Diversos ,RetenÁ„o por Teto Constitucional ,Total de Descontos ,Rendimento LÌquido 
TRF3,ANA CLARA DE PAULA OLIVEIRA PASSOS,dez/20,32004.65,0.00,910.08,9957.00,42871.73,-713.08,-9134.71,-4071.21,-2668.33,-16587.33,26284.40
TRF3,ANA CLAUDIA CAUREL DE ALENCAR,dez/20,33689.11,0.00,910.08,0.00,34599.19,-5497.97,-6778.92,-10926.07,0.00,-23202.96,11396.23
TRF3,ANA CLAUDIA MANIKOWSKI ANNES,dez/20,32004.65,0.00,910.08,5334.11,38248.84,-713.08,-9046.29,-261.36,0.00,-10020.73,28228.11
TRF3,ANA EMILIA RODRIGUES AIRES,dez/20,32004.65,0.00,1629.70,0.00,33634.35,-5177.93,-6507.98,-1366.55,0.00,-13052.46,20581.89
TRF3,ANA LUCIA IUCKER MEIRELLES DE OLIVEIRA,dez/20,33689.11,5497.97,910.08,167469.30,207566.46,-10107.57,-45129.00,-3160.90,-4876.85,-63274.32,144292.14
TRF3,ANA LUCIA JORDAO PEZARINI,dez/20,35462.22,0.00,0.00,268449.61,303911.83,-9731.37,-52680.61,-1643.41,0.00,-64055.39,239856.44
TRF3,ANA LUCIA PETRI BETTO,dez/20,32004.65,0.00,910.08,8740.46,41655.19,-713.08,-8965.65,-3240.23,-1451.79,-14370.75,27284.44
TRF3,ANA MARIA GOFFI FLAQUER SCARTEZZINI,dez/20,35462.22,0.00,0.00,209645.78,245108.00,-5121.78,-10277.29,0.00,0.00,-15399.07,229708.93
TRF3,ANDERSON FERNANDES VIEIRA,dez/20,33689.11,0.00,1629.70,10481.06,45799.87,-5497.97,-8267.94,-2707.38,-4876.85,-21350.14,24449.73
TRF3,ANDRE CUSTODIO NEKATSCHALOW,dez/20,35462.22,5834.86,910.08,171145.04,213352.20,-10444.46,-45334.70,-4910.24,-8186.65,-68876.05,144476.15
TRF3,ANDRE NABARRETE NETO,dez/20,35462.22,5834.86,910.08,216851.82,259058.98,-5834.86,-56784.69,-15239.20,-8186.65,-86045.40,173013.58
TRF3,ANDREA BASSO,dez/20,33689.11,0.00,910.08,136502.17,171101.36,-9469.58,-34511.47,-1157.18,-4876.85,-50015.08,121086.28
TRF3,ANDREIA FERNANDES ONO,dez/20,32004.65,0.00,1125.08,9769.83,42899.56,-5209.93,-8549.89,-275.05,-2312.72,-16347.59,26551.97
TRF3,ANDREIA SILVA SARNEY COSTA MORUZZI,dez/20,32004.65,0.00,910.08,10668.22,43582.95,-5177.93,-8408.09,-435.07,-3379.55,-17400.64,26182.31
TRF3,ANGELA CRISTINA MONTEIRO,dez/20,33689.11,0.00,910.08,11229.71,45828.90,-5497.97,-8424.36,-1309.20,-5625.50,-20857.03,24971.87
TRF3,ANITA VILLANI,dez/20,33689.11,0.00,910.08,5614.85,40214.04,-5497.97,-8320.08,-1782.33,-10.64,-15611.02,24603.02
TRF3,ANNA MARIA PIMENTEL,dez/20,35462.22,0.00,0.00,222337.93,257800.15,-5121.78,-60269.35,-3671.28,0.00,-69062.41,188737.74
TRF3,ANTONIO ANDRE MUNIZ MASCARENHAS DE SOUZA,dez/20,33689.11,0.00,910.08,8609.44,43208.63,-713.08,-9583.79,-1669.42,-3005.23,-14971.52,28237.11
TRF3,ANTONIO CARLOS CEDENHO,dez/20,35462.22,6284.05,910.08,2364.15,45020.50,-6284.05,-9357.22,-3622.48,0.00,-19263.75,25756.75
TRF3,ANTONIO MAURICIO DA CRUZ,dez/20,33689.11,0.00,0.00,179240.67,212929.78,-4784.89,0.00,-3337.61,0.00,-8122.50,204807.28
TRF3,ANTONIO VITAL RAMOS DE VASCONCELOS,dez/20,33689.11,0.00,0.00,215086.47,248775.58,-4784.89,-56792.96,-17132.46,0.00,-78710.31,170065.27
TRF3,ARNALDO DORDETTI JUNIOR,dez/20,32004.65,0.00,1629.70,9582.68,43217.03,-713.08,-9635.93,-2026.14,-2294.01,-14669.16,28547.87
TRF3,ARNALDO PENTEADO LAUDISIO,dez/20,0.00,0.00,0.00,342763.86,342763.86,-9219.18,-76081.96,0.00,0.00,-85301.14,257462.72
TRF3,AROLDO JOSE WASHINGTON,dez/20,30498.45,0.00,0.00,175588.17,206086.62,-8788.26,0.00,-13697.22,0.00,-22485.48,183601.14
TRF3,ARTHUR ALMEIDA DE AZEVEDO RIBEIRO,dez/20,32004.65,0.00,910.08,11079.96,43994.69,-713.08,-9134.71,-3643.03,-3791.29,-17282.11,26712.58
TRF3,AUDREY GASPARINI,dez/20,33689.11,0.00,910.08,160441.42,195040.61,-10802.18,-33425.86,-2330.14,-8334.41,-54892.59,140148.02
TRF3,AUGUSTO MARTINEZ PEREZ,dez/20,33689.11,0.00,1340.08,154823.59,189852.78,-5325.39,-40973.28,-8519.96,-1507.93,-56326.56,133526.22
TRF3,BARBARA DE LIMA ISEPPI,dez/20,32004.65,0.00,910.08,8852.74,41767.47,-713.08,-9688.06,-10206.05,-1564.07,-22171.26,19596.21
TRF3,BRUNO BARBOSA STAMM,dez/20,32004.65,0.00,910.08,10668.22,43582.95,-713.08,-8838.01,-3199.65,-4558.67,-17309.41,26273.54
TRF3,BRUNO CESAR LORENCINI,dez/20,33689.11,0.00,910.08,10481.06,45080.25,-713.08,-9038.52,-2228.28,-4876.85,-16856.73,28223.52
TRF3,BRUNO CEZAR DA CUNHA TEIXEIRA,dez/20,33689.11,0.00,910.08,4866.20,39465.39,-713.08,-9537.25,-693.64,0.00,-10943.97,28521.42
TRF3,BRUNO SANTHIAGO GENOVEZ,dez/20,32004.65,0.00,1340.08,7018.56,40363.29,-5497.97,-8350.08,-421.38,0.00,-14269.43,26093.86
TRF3,BRUNO TAKAHASHI,dez/20,33689.11,0.00,1629.70,0.00,35318.81,-5497.97,-6831.06,-1423.45,0.00,-13752.48,21566.33
TRF3,BRUNO VALENTIM BARBOSA,dez/20,33689.11,0.00,1125.08,7112.14,41926.33,-713.08,-9740.20,-435.06,-1507.93,-12396.27,29530.06
TRF3,CAIO CEZAR MAIA DE OLIVEIRA,dez/20,32004.65,0.00,910.08,6756.54,39671.27,-5177.93,-8366.03,-4252.27,0.00,-17796.23,21875.04
TRF3,CAIO JOSE BOVINO GREGGIO,dez/20,32004.65,0.00,910.08,12352.68,45267.41,-5497.97,-8424.36,-2153.06,-5064.01,-21139.40,24128.01
TRF3,CAIO MOYSES DE LIMA,dez/20,33689.11,0.00,910.08,7860.79,42459.98,-5497.97,-8424.36,-1305.36,-2256.58,-17484.27,24975.71
TRF3,CARLA ABRANTKOSKI RISTER,dez/20,33689.11,0.00,34599.19,2245.94,70534.24,-5497.97,-7500.83,-2431.95,0.00,-15430.75,55103.49
TRF3,CARLA CRISTINA DE OLIVEIRA MEIRA,dez/20,33689.11,0.00,1555.08,8609.44,43853.63,-5497.97,-8424.36,-435.06,-3005.23,-17362.62,26491.01
TRF3,CARLA CRISTINA FONSECA JORIO,dez/20,33689.11,0.00,1629.70,4866.20,40185.01,-5497.97,-8169.27,-1638.45,0.00,-15305.69,24879.32
TRF3,CARLOS ALBERTO ANTONIO JUNIOR,dez/20,33689.11,0.00,2704.70,10481.06,46874.87,-5497.97,-8215.81,-275.04,-4876.85,-18865.67,28009.20
TRF3,CARLOS ALBERTO LOVERRA,dez/20,33689.11,2748.98,910.08,133776.66,171124.83,-7269.04,-37242.34,-4723.56,0.00,-49234.94,121889.89
TRF3,CARLOS ALBERTO NAVARRO PEREZ,dez/20,33689.11,0.00,910.08,7112.14,41711.33,-5497.97,-8295.07,-1396.33,-1507.93,-16697.30,25014.03
TRF3,CARLOS EDUARDO DA SILVA CAMARGO,dez/20,32004.65,0.00,910.08,10668.21,43582.94,-713.08,-9635.93,-6650.42,-3379.54,-20378.97,23203.97
TRF3,CARLOS EDUARDO DELGADO,dez/20,35462.22,0.00,910.08,234653.65,271025.95,-9867.40,-33236.66,-6426.10,-8186.65,-57716.81,213309.14
TRF3,CAROLINA CASTRO COSTA VIEGAS,dez/20,33689.11,0.00,1125.08,4866.20,39680.39,-5497.97,-8221.40,-429.90,0.00,-14149.27,25531.12
TRF3,CAROLLINE SCOFIELD AMARAL,dez/20,33689.11,0.00,43775.99,10481.05,87946.15,-713.08,-7790.90,-4322.87,-4876.84,-17703.69,70242.46
TRF3,CASEM MAZLOUM,dez/20,33689.11,0.00,0.00,168478.92,202168.03,-14207.87,-37216.35,-2584.36,0.00,-54008.58,148159.45
TRF3,CECILIA MARIA PIEDRA MARCONDES,dez/20,35462.22,0.00,0.00,97541.88,133004.10,-8140.67,-26858.96,-2688.40,0.00,-37688.03,95316.07
TRF3,CELSO BEDIN,dez/20,0.00,0.00,0.00,157054.64,157054.64,-4609.60,-34040.48,0.00,0.00,-38650.08,118404.56
TRF3,CESAR DE MORAES SABBAG,dez/20,33689.11,0.00,2349.32,165591.95,201630.38,-10027.56,-41918.36,-2333.74,0.00,-54279.66,147350.72
TRF3,CIRO BRANDANI FONSECA,dez/20,33689.11,0.00,910.08,172703.63,207302.82,-10107.57,-43771.51,-2381.69,-4876.85,-61137.62,146165.20
TRF3,CLAUDIA HILST MENEZES,dez/20,33689.11,0.00,910.08,6829.08,41428.27,-5497.97,-8372.22,-848.42,-1224.87,-15943.48,25484.79
TRF3,CLAUDIA MANTOVANI ARRUGA,dez/20,33689.11,0.00,910.08,140014.95,174614.14,-9467.86,-32050.46,-3428.55,-4876.85,-49823.72,124790.42
TRF3,CLAUDIA RINALDI FERNANDES,dez/20,33689.11,0.00,910.08,5240.53,39839.72,-5497.97,-8324.34,-1302.82,0.00,-15125.13,24714.59
TRF3,CLAUDIO DE PAULA DOS SANTOS,dez/20,33689.11,0.00,1555.08,162836.64,198080.83,-10024.18,-41606.56,-1517.27,-2630.90,-55778.91,142301.92
TRF3,CLAUDIO ROBERTO CANATA,dez/20,33689.11,5497.97,910.08,165729.20,205826.36,-10065.89,-44762.09,-10900.12,-3753.87,-69481.97,136344.39
TRF3,CLECIO BRASCHI,dez/20,33689.11,0.00,910.08,152706.14,187305.33,-5187.36,-40091.93,-4294.74,-4876.85,-54450.88,132854.45
TRF3,CLORISVALDO RODRIGUES DOS SANTOS,dez/20,33689.11,0.00,910.08,5614.85,40214.04,-5497.97,-8372.22,-1062.18,-10.63,-14943.00,25271.04
TRF3,CONSUELO YATSUDA MOROMIZATO YOSHIDA,dez/20,35462.22,5834.86,910.08,245640.81,287847.97,-5834.86,-29422.72,-9118.48,-8186.65,-52562.71,235285.26
TRF3,CRISTIANE FARIAS RODRIGUES DOS SANTOS,dez/20,33689.11,0.00,910.08,7112.14,41711.33,-5497.97,-8424.36,-6989.24,-1507.93,-22419.50,19291.83
TRF3,CRISTIANO DO CARMO HARASYMOWICZ DE ALMEIDA TAGUATINGA,dez/20,32004.65,0.00,910.08,5558.69,38473.42,-5199.26,-7999.88,-420.59,-112.29,-13732.02,24741.40
TRF3,DAGOBERTO LOUREIRO,dez/20,33689.11,0.00,0.00,172600.66,206289.77,-4784.89,-47274.66,-4641.70,0.00,-56701.25,149588.52
TRF3,DALDICE MARIA SANTANA DE ALMEIDA,dez/20,35462.22,5834.86,910.08,197570.61,239777.77,-10444.46,-46960.26,-2009.32,0.00,-59414.04,180363.73
TRF3,DALTON IGOR KITA CONRADO,dez/20,33689.11,0.00,910.08,9358.08,43957.27,-6562.82,-8131.52,-1055.00,-3753.87,-19503.21,24454.06
TRF3,DANIEL CHIARETTI,dez/20,32004.65,0.00,910.08,6400.93,39315.66,-713.08,-8865.60,-17086.61,0.00,-26665.29,12650.37
TRF3,DANIELA MIRANDA BENETTI,dez/20,33689.11,0.00,910.08,144324.21,178923.40,-9447.71,-33174.72,-1374.58,-4502.52,-48499.53,130423.87
TRF3,DANIELA PAULOVICH DE LIMA,dez/20,33689.11,0.00,910.08,5614.85,40214.04,-5497.97,-8372.22,-987.08,-10.64,-14867.91,25346.13
TRF3,DANILO ALMASI VIEIRA SANTOS,dez/20,33689.11,0.00,910.08,10481.06,45080.25,-713.08,-8801.39,-5409.99,-4876.85,-19801.31,25278.94
TRF3,DANILO GUERREIRO DE MORAES,dez/20,32004.65,0.00,1629.70,5539.98,39174.33,-713.08,-8226.63,-3689.01,-561.48,-13190.20,25984.13
TRF3,DASSER LETTIERE JUNIOR,dez/20,33689.11,0.00,910.08,155260.81,189860.00,-9948.36,-38832.86,-7824.00,-10.64,-56615.86,133244.14
TRF3,DAVID DINIZ DANTAS,dez/20,35462.22,5834.86,910.08,171942.54,214149.70,-10444.45,-45606.15,-2023.93,-8186.65,-66261.18,147888.52
TRF3,DAVID GOMES DE BARROS SOUZA,dez/20,32004.65,0.00,910.08,7991.80,40906.53,-713.08,-9177.09,-2651.19,-534.69,-13076.05,27830.48
TRF3,DAVID ROCHA LIMA DE MAGALHAES E SILVA,dez/20,33689.11,6562.77,910.08,10481.06,51643.02,-6562.77,-9539.20,-2946.39,-4876.85,-23925.21,27717.81
TRF3,DEBORA CRISTINA THUM,dez/20,32004.65,0.00,910.08,5858.15,38772.88,-713.08,-9346.81,-2164.48,0.00,-12224.37,26548.51
TRF3,DECIO GABRIEL GIMENEZ,dez/20,33689.11,0.00,910.08,9732.41,44331.60,-5497.97,-8267.94,-2050.33,-4128.20,-19944.44,24387.16
TRF3,DENIO SILVA THE CARDOSO,dez/20,33689.11,0.00,1689.31,159287.96,194666.38,-9970.53,-41098.23,-2350.42,-1507.93,-54927.11,139739.27
TRF3,DENISE APARECIDA AVELAR,dez/20,33689.11,0.00,910.08,-845.27,33753.92,-3284.40,-3621.07,-1640.91,-10395.07,-18941.45,14812.47
TRF3,DIANA BRUNSTEIN,dez/20,33689.11,0.00,1125.08,154674.97,189489.16,-9990.38,-39586.31,-1454.89,-3379.55,-54411.13,135078.03
TRF3,DIEGO PAES MOREIRA,dez/20,32004.65,0.00,1125.08,1085.54,34215.27,-713.08,-7461.66,-2483.95,0.00,-10658.69,23556.58
TRF3,DINAMENE NASCIMENTO NUNES,dez/20,32004.65,0.00,910.08,7879.50,40794.23,-713.08,-9043.25,-3728.37,-534.68,-14019.38,26774.85
TRF3,DIOGO DA MOTA SANTOS,dez/20,32004.65,0.00,1629.70,10069.29,43703.64,-713.08,-8912.20,-3766.03,-2780.62,-16171.93,27531.71
TRF3,DIOGO NAVES MENDONCA,dez/20,32004.65,0.00,910.08,4791.33,37706.06,-713.08,-8293.56,-3666.74,-168.44,-12841.82,24864.24
TRF3,DIOGO RICARDO GOES OLIVEIRA,dez/20,33689.11,0.00,910.08,6363.49,40962.68,-713.08,-8964.34,-3375.11,-759.27,-13811.80,27150.88
TRF3,DIVA PRESTES MARCONDES MALERBI,dez/20,35462.22,5834.86,910.08,219253.93,261461.09,-5834.86,-57822.48,-6386.31,-7004.58,-77048.23,184412.86
TRF3,DJALMA MOREIRA GOMES,dez/20,33689.11,0.00,910.08,205879.89,240479.08,-6190.16,-47615.51,-5453.98,-4876.85,-64136.50,176342.58
TRF3,DOUGLAS CAMARINHA GONZALES,dez/20,33689.11,0.00,910.08,10481.06,45080.25,-713.08,-8912.20,-3668.42,-4876.85,-18170.55,26909.70
TRF3,EDEVALDO DE MEDEIROS,dez/20,33689.11,0.00,910.08,10481.06,45080.25,-6562.77,-7975.12,-1051.99,-4876.85,-20466.73,24613.52
TRF3,EDGAR FRANCISCO ABADIE JUNIOR,dez/20,32004.65,0.00,1629.70,7823.36,41457.71,-713.08,-8978.29,-3788.51,-534.69,-14014.57,27443.14
TRF3,EDGARD SILVEIRA BUENO FILHO,dez/20,35462.22,0.00,0.00,221883.87,257346.09,-5121.78,-59319.26,-2078.41,0.00,-66519.45,190826.64
TRF3,EDUARDO CARVALHO CAIUBY,dez/20,0.00,0.00,0.00,165072.42,165072.42,-4609.59,-36363.27,0.00,0.00,-40972.86,124099.56
TRF3,EDUARDO JOSE DA FONSECA COSTA,dez/20,32004.65,0.00,910.08,11229.70,44144.43,-5177.93,-6051.12,-8570.81,-3941.03,-23740.89,20403.54
TRF3,EDVALDO GOMES DOS SANTOS,dez/20,33689.11,0.00,0.00,204864.83,238553.94,-10113.40,-50253.57,-3203.77,0.00,-63570.74,174983.20
TRF3,ELCIO ARRUDA,dez/20,0.00,0.00,0.00,156096.52,156096.52,-3986.62,-25622.57,0.00,0.00,-29609.19,126487.33
TRF3,ELIANA BORGES DE MELLO MARCELO,dez/20,33689.11,5638.20,34829.59,11074.44,85231.34,-5638.20,-9936.30,-8559.92,-5470.23,-29604.65,55626.69
TRF3,ELIANA PARISI,dez/20,33689.11,5497.97,1340.08,132079.28,172606.44,-9453.45,-34759.41,-435.06,-4876.85,-49524.77,123081.67
TRF3,ELIANA RITA MAIA DI PIERRO,dez/20,32004.65,0.00,2059.70,9957.00,44021.35,-5177.93,-8512.37,-5524.81,-2668.33,-21883.44,22137.91
TRF3,ELIANE MITSUKO SATO,dez/20,33689.11,0.00,910.08,7486.47,42085.66,-713.08,-9740.20,-727.60,-1882.26,-13063.14,29022.52
TRF3,ELIDIA APARECIDA DE ANDRADE CORREA,dez/20,33689.11,0.00,215.00,149813.74,183717.85,-8725.04,-29751.49,-1542.76,0.00,-40019.29,143698.56
TRF3,ELIZABETH LEAO,dez/20,33689.11,0.00,0.00,148086.95,181776.06,-9282.69,-39035.69,-3021.30,0.00,-51339.68,130436.38
TRF3,ELVIRA LEAO PALUMBO,dez/20,33689.11,0.00,0.00,172600.60,206289.71,-4784.89,-40771.08,-3291.13,0.00,-48847.10,157442.61
TRF3,EMERSON JOSE DO COUTO,dez/20,33689.11,0.00,910.08,4117.55,38716.74,-713.08,-7749.70,-4915.79,0.00,-13378.57,25338.17
TRF3,ERICO ANTONINI,dez/20,32004.65,0.00,910.08,10668.22,43582.95,-5177.93,-8512.37,-624.39,-3379.55,-17694.24,25888.71
TRF3,ERIK FREDERICO GRAMSTRUP,dez/20,33689.11,0.00,910.08,198909.38,233508.57,-10107.56,-47380.73,-4066.91,0.00,-61555.20,171953.37
TRF3,ETIENE COELHO MARTINS,dez/20,32004.65,0.00,1629.70,-7731.43,25902.92,-2642.30,-5027.00,-2452.50,0.00,-10121.80,15781.12
TRF3,EURICO ZECCHIN MAIOLINO,dez/20,33689.11,0.00,1699.24,10481.06,45869.41,-713.08,-8705.04,-3630.53,-4876.85,-17925.50,27943.91
TRF3,EVA REGINA TURANO DUARTE DA CONCEICAO,dez/20,35462.22,0.00,0.00,367733.02,403195.24,-10128.53,-49948.36,-3218.53,0.00,-63295.42,339899.82
TRF3,EWERTON TEIXEIRA BUENO,dez/20,32004.65,0.00,910.08,14261.72,47176.45,-713.08,-9584.14,-2893.34,-5186.94,-18377.50,28798.95
TRF3,FABIANA ALVES RODRIGUES,dez/20,32004.65,0.00,910.08,7467.75,40382.48,-5177.93,-8512.37,-1145.35,-179.08,-15014.73,25367.75
TRF3,FABIANO LOPES CARRARO,dez/20,33689.11,0.00,1629.70,9358.08,44676.89,-713.08,-9688.06,-7516.37,-3753.87,-21671.38,23005.51
TRF3,FABIO BEZERRA RODRIGUES,dez/20,32004.65,0.00,1555.08,5596.14,39155.87,-713.08,-9222.62,-411.43,0.00,-10347.13,28808.74
TRF3,FABIO DE OLIVEIRA BARROS,dez/20,32004.65,0.00,1629.70,7336.72,40971.07,-5177.93,-8359.54,-4000.67,-224.59,-17762.73,23208.34
TRF3,F¡BIO FISCHER,dez/20,32004.65,0.00,910.08,22309.70,55224.43,-7880.29,-10876.65,-2709.78,-2219.14,-23685.86,31538.57
TRF3,FABIO IVENS DE PAULI,dez/20,33689.11,0.00,1629.70,-6363.49,28955.32,-2748.98,-4548.08,-854.23,-4876.85,-13028.14,15927.18
TRF3,FABIO KAIUT NUNES,dez/20,33689.11,0.00,910.08,10106.73,44705.92,-713.08,-8991.06,-12414.41,-4502.52,-26621.07,18084.85
TRF3,FABIO LUPARELLI MAGAJEWSKI,dez/20,32004.65,0.00,3825.08,7580.04,43409.77,-713.08,-9162.96,-2646.41,-179.08,-12701.53,30708.24
TRF3,FABIO PRIETO DE SOUZA,dez/20,35462.22,0.00,0.00,399176.60,434638.82,-10037.91,-58865.86,-3099.55,0.00,-72003.32,362635.50
TRF3,FABIO RUBEM DAVID MUZEL,dez/20,33689.11,0.00,910.08,10481.06,45080.25,-5497.97,-8372.22,-933.93,-4876.85,-19680.97,25399.28
TRF3,FABIO TADEU BISOGNIN,dez/20,0.00,0.00,0.00,149856.54,149856.54,-4475.90,-32432.47,0.00,0.00,-36908.37,112948.17
TRF3,FABIOLA QUEIROZ DE OLIVEIRA,dez/20,33689.11,0.00,910.08,5989.17,40588.36,-713.08,-9095.33,-3372.09,-384.96,-13565.46,27022.90
TRF3,FAUSTO MARTIN DE SANCTIS,dez/20,35462.22,0.00,910.08,161446.42,197818.72,-10444.45,-41115.13,-3595.21,-8186.65,-63341.44,134477.28
TRF3,FAUZI ACHOA,dez/20,33689.11,0.00,0.00,172600.59,206289.70,-4784.89,0.00,-1604.04,0.00,-6388.93,199900.77
TRF3,FELIPE ALVES TAVARES,dez/20,32004.65,0.00,910.08,9301.94,42216.67,-713.08,-9338.89,-3492.62,-890.29,-14434.88,27781.79
TRF3,FELIPE BENICHIO TEIXEIRA,dez/20,32004.65,0.00,910.08,4622.89,37537.62,-713.08,-8293.56,-3665.57,0.00,-12672.21,24865.41
TRF3,FELIPE BITTENCOURT POTRICH,dez/20,32004.65,0.00,1629.70,10724.36,44358.71,-713.08,-9242.37,-2585.19,-3379.54,-15920.18,28438.53
TRF3,FELIPE DE FARIAS RAMOS,dez/20,32004.65,0.00,910.08,9957.01,42871.74,-713.08,-8956.62,-3664.15,-2668.34,-16002.19,26869.55
TRF3,FELIPE GRAZIANO DA SILVA TURINI,dez/20,32004.65,0.00,910.08,5858.16,38772.89,-5209.93,-8110.18,-689.76,0.00,-14009.87,24763.02
TRF3,FELIPE RAUL BORGES BENALI,dez/20,32004.65,0.00,910.08,9957.00,42871.73,-713.08,-8956.62,-3875.70,-2668.33,-16213.73,26658.00
TRF3,FERNANDA CARONE SBORGIA,dez/20,32004.65,0.00,910.08,5390.25,38304.98,-5177.93,-7974.86,-420.98,-56.14,-13629.91,24675.07
TRF3,FERNANDA SORAIA PACHECO COSTA CLEMENTI,dez/20,33689.11,0.00,910.08,2994.59,37593.78,-5497.97,-7706.71,-2064.49,0.00,-15269.17,22324.61
TRF3,FERNANDA SOUZA HUTZLER,dez/20,33689.11,0.00,910.08,10481.06,45080.25,-5497.97,-8320.08,-435.06,-4876.85,-19129.96,25950.29
TRF3,FERNANDO CALDAS BIVAR NETO,dez/20,32004.65,0.00,910.08,0.00,32914.73,-713.08,-7078.46,-3336.05,0.00,-11127.59,21787.14
TRF3,FERNANDO CEZAR CARRUSCA VIEIRA,dez/20,32004.65,0.00,910.08,3200.46,36115.19,-713.08,-7806.41,-10540.22,0.00,-19059.71,17055.48
TRF3,FERNANDO DAVID FONSECA GONCALVES,dez/20,33689.11,5497.97,910.08,183416.82,223513.98,-10107.57,-48282.84,-4849.54,-1133.61,-64373.56,159140.42
TRF3,FERNANDO HENRIQUE CORREA CUSTODIO,dez/20,33689.11,0.00,68874.50,-16844.55,85719.06,-2748.98,-3006.92,-395.84,0.00,-6151.74,79567.32
TRF3,FERNANDO MARCELO MENDES,dez/20,33689.11,0.00,1340.08,13268.77,48297.96,-809.10,-8873.43,-10086.71,-7664.57,-27433.81,20864.15
TRF3,FERNANDO MARIATH RECHIA,dez/20,32004.65,0.00,910.08,9938.28,42853.01,-713.08,-9349.36,-2470.64,-2368.87,-14901.95,27951.06
TRF3,FERNANDO MOREIRA GONCALVES,dez/20,33689.11,0.00,910.08,150726.14,185325.33,-9463.47,-33612.49,-2615.42,-2630.90,-48322.28,137003.05
TRF3,FERNANDO NARDON NIELSEN,dez/20,33689.11,0.00,1629.70,4866.20,40185.01,-5497.97,-8117.13,-620.75,0.00,-14235.85,25949.16
TRF3,FERNANDO TOLEDO CARNEIRO,dez/20,32004.65,0.00,3068.94,12109.35,47182.94,-713.08,-8798.17,-3099.30,-4652.24,-17262.79,29920.15
TRF3,FERNAO POMPEO DE CAMARGO,dez/20,33689.11,0.00,2489.70,5989.17,42167.98,-5497.97,-8320.08,-435.06,-384.96,-14638.07,27529.91
TRF3,FLADEMIR JERONIMO BELINATI MARTINS,dez/20,33689.11,0.00,1555.08,6737.82,41982.01,-5497.97,-8320.08,-435.06,-1133.61,-15386.72,26595.29
TRF3,FLAVIA DE TOLEDO CERA,dez/20,33689.11,0.00,1340.08,10481.06,45510.25,-5497.97,-8372.22,-435.06,-4876.85,-19182.10,26328.15
TRF3,FLAVIA PELLEGRINO SOARES MILLANI,dez/20,33689.11,0.00,910.08,5240.53,39839.72,-5497.97,-8272.21,-1375.73,0.00,-15145.91,24693.81
TRF3,FLAVIA SERIZAWA E SILVA,dez/20,32004.65,0.00,2349.32,8160.24,42514.21,-713.08,-9277.18,-2116.44,-871.57,-12978.27,29535.94
TRF3,FLETCHER EDUARDO PENTEADO,dez/20,33689.11,0.00,910.08,8235.11,42834.30,-5497.97,-8424.36,-784.40,-2630.90,-17337.63,25496.67
TRF3,FRIEDMANN ANDERSON WENDPAP,dez/20,0.00,0.00,0.00,161452.51,161452.51,-4609.60,-35637.51,0.00,0.00,-40247.11,121205.40
TRF3,GABRIEL HERRERA,dez/20,32004.65,0.00,910.08,8590.71,41505.44,-713.08,-9277.18,-2118.40,-1302.04,-13410.70,28094.74
TRF3,GABRIEL HILLEN ALBERNAZ ANDRADE,dez/20,32004.65,0.00,910.08,6400.93,39315.66,-5177.93,-8268.24,-3075.01,0.00,-16521.18,22794.48
TRF3,GABRIELA AZEVEDO CAMPOS SALES,dez/20,33689.11,0.00,910.08,10481.06,45080.25,-713.08,-9095.33,-2860.05,-4876.85,-17545.31,27534.94
TRF3,GABRIELLA CRISTINA SILVA VILELA,dez/20,32004.65,0.00,910.08,4847.48,37762.21,-713.08,-9068.87,-1672.83,0.00,-11454.78,26307.43
TRF3,GABRIELLA NAVES BARBOSA,dez/20,32004.65,0.00,1125.08,9957.00,43086.73,-713.08,-9104.21,-2747.76,-2668.33,-15233.38,27853.35
TRF3,GILBERTO MENDES SOBRINHO,dez/20,33689.11,0.00,910.08,10106.73,44705.92,-5497.97,-8267.94,-2023.04,-4502.52,-20291.47,24414.45
TRF3,GILBERTO RODRIGUES JORDAN,dez/20,35462.22,5834.86,910.08,180083.84,222291.00,-10444.45,-47228.94,-3273.19,-8186.65,-69133.23,153157.77
TRF3,GILSON PESSOTTI,dez/20,32004.65,0.00,910.08,7748.49,40663.22,-5231.27,-8574.90,-2219.12,-179.08,-16204.37,24458.85
TRF3,GIOVANA APARECIDA LIMA MAIA,dez/20,32004.65,0.00,2274.70,12109.35,46388.70,-5177.93,-8408.09,-1105.37,-4820.68,-19512.07,26876.63
TRF3,GISELE BUENO DA CRUZ DE LIMA,dez/20,33689.11,0.00,910.08,9287.23,43886.42,-5497.97,-8424.36,-1305.36,-3379.55,-18607.24,25279.18
TRF3,GISELLE DE AMARO E FRANCA,dez/20,33689.11,0.00,910.08,119005.04,153604.23,-9451.48,-31045.87,-10765.22,0.00,-51262.57,102341.66
TRF3,GUILHERME ANDRADE LUCCI,dez/20,33689.11,0.00,1629.70,8235.11,43553.92,-5497.97,-8424.36,-728.59,-2630.90,-17281.82,26272.10
TRF3,GUILHERME CASTRO LOPO,dez/20,0.00,0.00,0.00,2245.93,2245.93,0.00,-17.22,0.00,-112.29,-129.51,2116.42
